day accuracy efficiency purity fom query_id
29 0.5500942366828687 0.37918801734331886 0.23826625386996905 0.03580300070513547 712681
30 0.5568176181737017 0.36401261332282225 0.23725112395632628 0.03419619026536049 369147
31 0.5581845238095238 0.3661805281828932 0.23884818100012856 0.034675267385139166 432002
32 0.5704151991666253 0.341939298383918 0.23812791655229207 0.03226368733391874 783936
33 0.5697489830340312 0.34299231224127735 0.23803009575923392 0.032347242455274934 855064
34 0.5799474128094458 0.3244628424995072 0.23799884326200116 0.030594972430922827 109521
35 0.585681682873586 0.3100729351468559 0.23639915840096182 0.029004800605732895 476851
36 0.5925080625155048 0.29627439384979304 0.23572772898368882 0.027620668276655436 729803
37 0.5922397538950084 0.2946974177015573 0.23487824037706206 0.027356264480833788 180159
38 0.6007046097355232 0.28562980484920164 0.2374631268436578 0.026861214124253192 106048
39 0.5948789202064311 0.29396687697160884 0.23651649746192893 0.027514413908642107 424554
40 0.6028484938712719 0.2823343848580442 0.23767634854771785 0.026579635731820345 316665
41 0.5954838709677419 0.2967856438572274 0.23813291139240506 0.02800391184985123 588631
42 0.5989379125514914 0.29047525142969827 0.23811833171677982 0.027406485098382373 369102
43 0.5963371054198928 0.293491124260355 0.23735843037167012 0.02758605223292327 552835
44 0.5924455253883953 0.30045373840994277 0.2373013399813026 0.028232418780746723 599593
45 0.5989774645090837 0.28486881041625567 0.23563968668407312 0.02654559642753441 87715
46 0.6033258873169521 0.2813178141645295 0.237508327781479 0.026461688852151655 126238
47 0.6028594122319301 0.27973959360820677 0.2364515591128898 0.02617424900933271 261795
48 0.5897830511840342 0.2983425414364641 0.23445495425647386 0.027635478934750577 98277
49 0.5920961175652865 0.2957774269928966 0.2351003764115433 0.02748731327106956 576476
50 0.5933171143438757 0.29498816101026043 0.2356928897997793 0.0274959349529484 143251
51 0.5925024826216485 0.2969613259668508 0.23593039661388931 0.027712953158064765 104046
52 0.5946670639058543 0.2941988950276243 0.23640399556048836 0.02752058174830214 63067
53 0.5975270632634819 0.2894632991318074 0.2365747460087083 0.027100814335717753 254331
54 0.6057506083329195 0.27940015785319655 0.23866509354458115 0.02643352866440344 265387
55 0.6020063567739372 0.2847838957963292 0.2380009896091044 0.02685376472809926 350409
56 0.6037745219766576 0.28379711861061774 0.2389895296659465 0.026892932887121468 73340
57 0.6014701499950332 0.2830076968620486 0.23682906688687036 0.02653023712493807 522622
58 0.6036854914816471 0.2812314979277679 0.23781708945260346 0.026494439015408523 636977
59 0.6041128551559706 0.2812314979277679 0.23817482868126358 0.026541816315455942 49102
60 0.5987780040733197 0.29253849190682985 0.23883964544721997 0.027700597086826515 87458
61 0.5966716343765525 0.29516288252714706 0.23828498565508446 0.02787193717648338 432516
62 0.5956580058621889 0.29318854886475815 0.23669110615237487 0.02746561916882197 297071
63 0.5998608903020668 0.287857847976308 0.23765281173594133 0.027096438914678615 759760
64 0.5998410095891091 0.287857847976308 0.23765281173594133 0.027096438914678615 226524
65 0.6019079797277154 0.2835143139190523 0.23739461067945114 0.026653129609673268 719441
66 0.6086459627329193 0.2746298124383021 0.23888030224969947 0.026010081643744683 110240
67 0.6123037169548797 0.2714708785784798 0.24051075739023964 0.025919898482425506 877984
68 0.6025443522337623 0.28850710900473936 0.2400591521524811 0.027484929985388897 778832
69 0.6040155054169566 0.28698400158009085 0.2405230922032776 0.027402757067481895 756343
70 0.6109537299339 0.2729606952399763 0.23997221739885397 0.025992674210821142 70178
71 0.61058648111332 0.27493580880900653 0.2405807120636018 0.02625982200234233 720633
72 0.610418012823699 0.2723681611692672 0.23928509456880098 0.025847890320860198 284686
73 0.6159160950392684 0.2664428204621766 0.24123748211731044 0.02553142241820402 665460
74 0.615051946115226 0.2654552636776615 0.24004286479728523 0.025286829285050463 582235
75 0.6095645257506462 0.27360726985381273 0.2391229281767956 0.025944548045154774 412326
76 0.6104896843151877 0.27222441722639273 0.23927765237020315 0.025833292950758844 861295
77 0.6127572834841404 0.26787830896878706 0.23919562533074618 0.02541049226734349 698226
78 0.6105006712076766 0.2732661529342027 0.23972958918356735 0.02599044697806219 625501
79 0.6131165473349244 0.26654811302114206 0.2388456090651558 0.025240306364279142 672223
80 0.6071801501665756 0.2808300395256917 0.24035859269282814 0.026793305100443664 387496
81 0.6053207359522625 0.2816762205969559 0.2391742195367573 0.026716494565406163 627606
82 0.6093291560992591 0.28009488041114844 0.24176761644770517 0.0269099224044069 306866
83 0.6098070419733439 0.2773275350859854 0.24094109565516056 0.026535533773827828 737624
84 0.6157557069677226 0.2670488238782368 0.24129308805143776 0.025596520827208084 317320
85 0.618273152292848 0.266455821308559 0.24323348971490436 0.02578481314601131 518364
86 0.616662521760756 0.266455821308559 0.24183710082526014 0.025608330751742302 740880
87 0.6173398328690808 0.26507214864597745 0.24179588892895781 0.025470174214263095 84049
88 0.6172213102522012 0.26546748369242934 0.24189481268011528 0.025520603478806914 365785
89 0.6162570888468809 0.26507214864597745 0.24088377941440633 0.025355713769473986 699107
90 0.6189741803890354 0.25835145285629574 0.24008082292432034 0.024614765190492674 238299
91 0.6185572139303482 0.25617711010081046 0.23867403314917127 0.02423751895828956 158728
92 0.6190855266431166 0.25617711010081046 0.23915851633142646 0.024296050837222857 551978
93 0.6176236441436959 0.26334519572953735 0.24126064118819054 0.02523748476233857 4705
94 0.6231775886948301 0.24990114669829971 0.23971173904798027 0.02376608603014452 404467
95 0.6216162420382165 0.2508896797153025 0.23880316146029357 0.023752536821748646 385725
96 0.6213983578004478 0.2500988533017003 0.2382297551789077 0.023610078315421706 651103
97 0.6232208619488404 0.24713325425069196 0.2384131222582491 0.02335146782170723 663642
98 0.629273876474394 0.243574535389482 0.2422812192723697 0.02346054472674864 723942
99 0.6268166434401752 0.24658888669171444 0.241432720232333 0.02365174538147588 405424
100 0.6296351600219003 0.24362270120624877 0.2426152028357621 0.023503771956624783 294964
101 0.6325037332005973 0.23769033023531738 0.24233870967741936 0.02290027067512436 838931
102 0.6307929712778138 0.23793512658227847 0.2407444466680008 0.02274421591406285 125762
103 0.6319195539625647 0.23655063291139242 0.2411290322580645 0.022654913273704783 56514
104 0.6334445163538607 0.23813291139240506 0.24347826086956523 0.02307170075774167 763538
105 0.6332769092900528 0.2331882911392405 0.24071049407921602 0.022286721405087917 651153
106 0.637042569081404 0.23081487341772153 0.2432263443101292 0.02233507108445116 610086
107 0.6367755427205736 0.2298259493670886 0.2424368871270603 0.022153276911203397 879439
108 0.6358611761191058 0.22804588607594936 0.2405591487586063 0.021778920454366735 478001
109 0.636988347774126 0.23160601265822786 0.24365376612567624 0.022458648627259423 22426
110 0.6371694636721279 0.22923259493670886 0.24257011301799916 0.02211056737114227 205253
111 0.640089641434263 0.2288370253164557 0.24538706256627785 0.02237887230928402 509788
112 0.6398725036107376 0.22132120253164558 0.24100796898556967 0.02118368194619035 544822
113 0.6424444665803367 0.21875 0.24227820372398687 0.0210691892362623 849274
114 0.6420779997011505 0.21795886075949367 0.24145486415425066 0.020907961747646413 892724
115 0.6397190675433353 0.22314540059347182 0.241852487135506 0.02144751294047684 433444
116 0.639601494396015 0.22215628090999012 0.24119415807560138 0.021283185758566702 44014
117 0.6421739563614626 0.22314540059347182 0.2444733420026008 0.0217251865932536 700301
118 0.6404623125591591 0.2215628090999011 0.24179620034542315 0.02128949435414286 560684
119 0.6417895575926664 0.2205736894164194 0.2426550598476605 0.021284263409719395 489789
120 0.6421702954511485 0.2215628090999011 0.24363715466608657 0.021483018456574254 819609
121 0.6450921773791729 0.21839762611275965 0.24500665778961384 0.021318388968035954 733720
122 0.6419353231351836 0.21943015433320143 0.24213973799126637 0.02112029518794657 156498
123 0.6415686665337851 0.21907777557886404 0.24149214659685864 0.02101916255553844 487393
124 0.6415009717446554 0.2179334916864608 0.24070835155225187 0.02082853943982581 274384
125 0.6399880394697498 0.22233221144327855 0.24155732415573242 0.021338267964345084 453310
126 0.6408671816596063 0.2203524054642645 0.2413793103448276 0.02112968271575139 141679
127 0.6361144338118022 0.22792079207920793 0.24064394731340163 0.02177611286487659 28362
128 0.6385386033992922 0.22950495049504951 0.244 0.02229267831241723 591034
129 0.6380719768716977 0.22653465346534654 0.2419116092197082 0.021779615393256277 437755
130 0.6404964857185584 0.22673267326732674 0.24455360956856045 0.022083098918942595 838221
131 0.6412761714855434 0.22257425742574258 0.2430795847750865 0.021522149462021217 678204
132 0.6437509347425096 0.220990099009901 0.2448442299254059 0.021554356799077915 893553
133 0.6430351979260146 0.2198019801980198 0.24342105263157895 0.02128972059509616 106173
134 0.6435159794585431 0.2188118811881188 0.2433920704845815 0.021190808826719653 231379
135 0.6435979258077383 0.21603960396039604 0.2419068736141907 0.020770109968346148 685728
136 0.644078783345799 0.2186138613861386 0.24392399469730447 0.021226886804775465 826879
137 0.6454074000199461 0.21603960396039604 0.24390789179521574 0.02097527880402172 52594
138 0.6473844312571685 0.21584158415841584 0.24599413225005642 0.02117046042766789 102370
139 0.6447735886694594 0.21469597940186175 0.24239713774597496 0.020690828740364344 469183
140 0.6455039648895317 0.2137056842939196 0.2426354845963571 0.02061955050998294 881698
141 0.6453865336658354 0.21350762527233116 0.24241061389700921 0.020577668309662314 482103
142 0.6469150581076363 0.20934838581897405 0.24165523548239598 0.020101857177566823 869729
143 0.650987629688747 0.2018221429986136 0.24169829222011385 0.01938329535490926 728396
144 0.6504713922282636 0.20320855614973263 0.2419811320754717 0.019543680034648077 75970
145 0.6522498254015764 0.20023767082590613 0.24221370388116914 0.019280027162380104 794366
146 0.6533300074831628 0.20043572984749455 0.24362060664419835 0.019432933378584448 451112
147 0.6503691877868689 0.20542789223454833 0.24319887429643527 0.019875790655647194 426314
148 0.6514493838247767 0.20324881141045958 0.24312796208530807 0.01965811467827409 208826
149 0.6518810497954296 0.2004754358161648 0.24193162801816878 0.01927611791410535 328167
150 0.6525123496831495 0.20106973058637084 0.24305555555555555 0.019440443564980606 493178
151 0.654690618762475 0.20106973058637084 0.2456437560503388 0.019687996965576538 540639
152 0.6529766954438845 0.19829635499207607 0.24190430159497342 0.019064027213510196 146651
153 0.654406627407925 0.19631537242472266 0.24235754463193934 0.01891575440669909 745471
154 0.6546888256725059 0.195919175911252 0.24246138759499877 0.018887227310286404 401723
155 0.6544220403274107 0.19809825673534073 0.24354603019970775 0.019199288305421666 497921
156 0.6524581981532318 0.20110957004160887 0.24305555555555555 0.01944429544601191 242631
157 0.6521413596885295 0.20170398256389935 0.24307545367717287 0.019503671566304098 780587
158 0.6554684770129287 0.1941747572815534 0.242274412855377 0.01870184394456239 269382
159 0.6577975239616614 0.19476916980384387 0.24550449550449552 0.019058141938799376 77387
160 0.6564824521990914 0.1967895362663496 0.24512466057763516 0.019220223223417442 331466
161 0.6572141787319021 0.19223147047166073 0.24310776942355888 0.01859068059396918 571997
162 0.6566478606021269 0.19342053111375346 0.2432095689010715 0.01871502313542415 744845
163 0.6580287597363691 0.19203329369797859 0.24401913875598086 0.018654662816375064 884959
164 0.6574124931342687 0.19262782401902498 0.24367009275507645 0.01868045943794196 801276
165 0.6571457105762508 0.1962338949454906 0.24559662614735797 0.019210081676657338 217494
166 0.6563795255930087 0.1950832672482157 0.24386617100371746 0.018936759886775602 286997
167 0.65601278465841 0.19547977795400476 0.24369747899159663 0.018959577125973705 149134
168 0.6576936522998552 0.19270420301348137 0.24397590361445784 0.018715875832244593 368521
169 0.6573269403655978 0.19191118160190326 0.24303288978157167 0.018552883630344786 443221
170 0.657409719794216 0.19310071371927043 0.24392687202604557 0.01874988487315017 576502
171 0.6586913086913087 0.19111816019032513 0.24423612870534583 0.01858548435624669 641272
172 0.6583745441830261 0.18992862807295796 0.24308551129155037 0.01836596605368868 113334
173 0.6602058147667099 0.18854084060269627 0.24447300771208227 0.018356095353518034 463644
174 0.6610381176000399 0.1873513084853291 0.24475524475524477 0.018265447902469412 874800
175 0.6586730615507594 0.19214753123140987 0.244882486732373 0.01874468516694213 569346
176 0.6594054459155634 0.1899662899068015 0.2443877551020408 0.018487170431807788 213064
177 0.6598381133206755 0.18956970057505454 0.24468901970821602 0.018475750203869115 420729
178 0.6606705641333134 0.1885782272456871 0.24510309278350514 0.018416296376119162 763454
179 0.6597041774935039 0.18802062673542244 0.24345146379044685 0.018214137967012108 179635
180 0.6631852481135375 0.18385561285204283 0.2451084082496034 0.01795555763946942 350188
181 0.6629685157421289 0.1808806029353431 0.24281150159744408 0.017467504222472778 477318
182 0.6631515817881953 0.18048393494644982 0.24279615795090714 0.017427884210661007 763376
183 0.6636845261895242 0.18028560095200316 0.2433734939759036 0.017458145442140287 868812
184 0.6643174888788924 0.17532725109083697 0.24074074074074073 0.01675922253074177 209216
185 0.6654503648905329 0.17651725505751686 0.24310297732859876 0.01707055927427904 602853
186 0.6640339915021245 0.18230509819480262 0.24519743863393811 0.017811863198067573 396175
187 0.6631673665266946 0.18511904761904763 0.2459146020031629 0.018150070557857445 420208
188 0.6627505874118882 0.1841635245088311 0.24466121803321908 0.017946419273778776 246756
189 0.6631336866313369 0.18158364754911688 0.24341580207501995 0.017587492061759497 213137
190 0.664366781660917 0.18138519547529272 0.24490889603429797 0.017697061129848157 787152
191 0.6621 0.18281063914251688 0.24287974683544303 0.017659806864931616 865741
192 0.663433171658583 0.18102421595871376 0.2433947157726181 0.01753149463251003 729190
193 0.6628662866286629 0.18244987095493348 0.2435727537768354 0.017684994347387815 489804
194 0.6652497874681202 0.1802660313678777 0.24520658925195787 0.017613424780160654 238278
195 0.6640828165633127 0.18046456223942822 0.2438304721030043 0.017514658026440345 861699
196 0.6666666666666666 0.1770895374230693 0.24492037342119716 0.017278917893390703 679791
197 0.6671001300390117 0.17669247567996824 0.24524662441443923 0.017267629664562613 414437
198 0.6677837243035062 0.17629541393686718 0.24591525893104405 0.017285009117360944 803601
199 0.6706182472989196 0.1689497716894977 0.24454022988505747 0.016454137755523297 579382
200 0.6697513881246561 0.17434471803018267 0.24718468468468469 0.017199400273089933 546518
201 0.6698349174587294 0.17057188244638602 0.2445899772209567 0.016616154119011746 313071
202 0.6694682075141327 0.16957903097696583 0.24337418067825592 0.016421418806477926 297193
203 0.6697018210926556 0.1687847498014297 0.2431350114416476 0.016325334243424586 870597
204 0.6696352629208986 0.1669976171564734 0.24173613107214717 0.016041690008977056 850777
205 0.6697688381867307 0.16600476568705322 0.241200230813618 0.01590419254118456 11275
206 0.6692019014260695 0.16961271102284012 0.24302788844621515 0.01639679139840451 310615
207 0.6706865492393915 0.1676266137040715 0.24364896073903003 0.01625423506045914 47111
208 0.6713706650653055 0.16683217477656406 0.24404416037187682 0.016208538840193593 542784
209 0.6746571914723251 0.1602780536246276 0.24380664652567977 0.015553678364006071 143317
210 0.67369000550523 0.15988083416087387 0.24210526315789474 0.015386021697489954 867014
211 0.6738738738738739 0.16206554121151936 0.24409213281483697 0.01574913440855065 700351
212 0.6745082336453276 0.1608738828202582 0.244122965641953 0.01563569055488471 178282
213 0.6739413354690159 0.16011124354390147 0.24262492474413005 0.015447649305289033 118319
214 0.6733243229714171 0.1603098927294398 0.24190647482014388 0.015412209129456508 208419
215 0.6744092911493793 0.1613031386571315 0.24428399518652227 0.015689763846381263 367237
216 0.6736420525657071 0.16070719110051648 0.24272427242724273 0.01551272134593937 375533
217 0.6742264944427756 0.15815616928273396 0.24150485436893204 0.015175061565701089 645882
218 0.6738597106093226 0.1611685214626391 0.243251349730054 0.015597574093818654 289646
219 0.6726416983777288 0.16338700059630293 0.24312333629103816 0.015802343156860927 345671
220 0.6729257423263733 0.16338700059630293 0.24355555555555555 0.015835881911350196 718011
221 0.6729594391587381 0.1623931623931624 0.24286563614744353 0.015686357729393908 352350
222 0.6738444589113125 0.1629894653150467 0.24463007159904535 0.015880627561589627 178033
223 0.6732772435897436 0.16600397614314116 0.24602239245727756 0.01628445959580861 757128
224 0.6727600540892472 0.16381709741550696 0.2436428149024246 0.015884359645843463 478212
225 0.6724932385054593 0.16302186878727634 0.24267534773601657 0.015732368177658773 860079
226 0.6736288504883546 0.1610337972166998 0.24280575539568344 0.015550473980153412 595237
227 0.6712582648767782 0.16325313183535495 0.24104521432765708 0.015628593894219497 304346
228 0.6712918899964935 0.16384967190296282 0.2415713866901202 0.01572651481048822 532388
229 0.6718264702935578 0.16225889838934182 0.24113475177304963 0.015540288859824286 531229
230 0.6710084665096939 0.1616945107398568 0.2394698085419735 0.015358994886260496 811586
231 0.6716933867735471 0.15891010342084327 0.2382940650164032 0.015006402627733575 226703
232 0.6721779648278972 0.15692124105011934 0.23743605176045743 0.014755197138427384 624094
233 0.6725122757791362 0.15572792362768498 0.23698547215496368 0.014609988521504592 563275
234 0.672746404770256 0.15655460513228567 0.2379081015719468 0.014755505896899258 25510
235 0.6724794548005613 0.15937126939912455 0.23967684021543986 0.01515389206893385 502030
236 0.6710598847406665 0.15877437325905291 0.23721759809750298 0.01491312969170483 531574
237 0.6721960509171093 0.15781094527363185 0.2379951980792317 0.01488038996456481 81231
238 0.6720292687816368 0.16023089171974522 0.23958333333333334 0.015228555824603885 657524
239 0.6737169206094628 0.1552547770700637 0.23809523809523808 0.01464667708208148 334786
240 0.6737506891885119 0.15585191082802546 0.23864675403840294 0.014743511680360512 659836
241 0.6740852130325814 0.15707744375870994 0.2400365074536051 0.014962465667707611 467004
242 0.6757732217153742 0.15429026478200278 0.24031007751937986 0.014716917563821803 187402
243 0.6747543613394826 0.15651135005973715 0.2405140758873929 0.014943867972176068 415088
244 0.6741865944753597 0.15511748307447232 0.23859111791730475 0.014669967137915983 441873
245 0.6744209365286273 0.15690959776981284 0.24039048200122026 0.014972724999105414 483839
246 0.6742541990473803 0.155515730784548 0.23905723905723905 0.014741811596399073 256832
247 0.675591656638588 0.15432098765432098 0.24008674101610905 0.014703561031730854 439953
248 0.675826104397533 0.15452011150935882 0.2406201550387597 0.0147614928636295 688267
249 0.6767124661518403 0.15531660692951016 0.24261275272161742 0.014984162449600238 101685
250 0.6742390050649416 0.1577375024895439 0.2408026755852843 0.015082470357565953 404137
251 0.6748746238716149 0.15992830113523201 0.24348089751364463 0.015494983809313623 816877
252 0.6750589297356938 0.1563433578968333 0.24094536525475752 0.014959719155169936 376401
253 0.676396830173538 0.1547500497908783 0.2416796267496112 0.014861054095601588 177606
254 0.6763304408887997 0.15395339573790082 0.24096009975062344 0.014732108802351736 251264
255 0.6758126003210273 0.1555467038438558 0.24149659863945577 0.014924075639072651 298009
256 0.6769500877853022 0.1555467038438558 0.24322640921831204 0.015051663449640863 681766
257 0.6777866960971205 0.15455088627763394 0.24371859296482412 0.014991435968930492 209037
258 0.6782722119098982 0.15355506871141206 0.24367888748419722 0.014891944399559586 79357
259 0.6787076058599237 0.15395339573790082 0.24469768914213358 0.015005166423578027 88598
260 0.677186292709849 0.15617529880478087 0.24408468244084683 0.01517618173809472 177418
261 0.676116407425991 0.1551792828685259 0.24170027924294135 0.014903792547723052 198675
262 0.6775051432585679 0.15717131474103585 0.2454121306376361 0.015372278087353078 411699
263 0.677488960256925 0.15378486055776894 0.24269097767997486 0.014842094305612901 807795
264 0.6781251568224018 0.15521020123530585 0.24473766886584983 0.015130615287486328 513409
265 0.6779082605640872 0.15301852958756723 0.24265402843601896 0.014765451780782968 101478
266 0.6760853199498118 0.1584296532483061 0.24416461916461915 0.015401268565957854 558566
267 0.6758682995382453 0.15862893583100837 0.2440220723482526 0.015409889299668373 79324
268 0.6774080208803895 0.1548425667596652 0.24334481678672096 0.014992233566636742 154442
269 0.6773918281297059 0.1548425667596652 0.24334481678672096 0.014992233566636742 439272
270 0.678881582249887 0.15464328417696294 0.24549193293261626 0.015130902600091192 679034
271 0.679417670682731 0.15245117576723793 0.24456521739130435 0.01484914049680889 773919
272 0.6772428334755761 0.15228224038269883 0.24100946372239748 0.01457574939268127 29052
273 0.67797971683904 0.15228224038269883 0.2421553090332805 0.0146583887680965 611292
274 0.6783150072802129 0.15228224038269883 0.24269377382465057 0.014697275347698572 843823
275 0.6780980116489255 0.15088698425353797 0.24123645634161886 0.014458411022775727 332715
276 0.6785337685161938 0.15228224038269883 0.24307986000636334 0.014725178034727492 814238
277 0.6785176257909009 0.15128562886186964 0.24225981487392276 0.01456995207539133 210258
278 0.6800582534023 0.15128562886186964 0.24468085106382978 0.01474393840602967 469117
279 0.6782342306147047 0.15151515151515152 0.241961158866603 0.014570608016135031 222917
280 0.6787203053588469 0.15294117647058825 0.24380165289256198 0.014841331269349844 348787
281 0.67945755901557 0.15194416749750747 0.24415251521948095 0.014769926729570186 756532
282 0.6797428298759355 0.15174476570289133 0.2444587214905236 0.014772645094013088 197569
283 0.6804299778983324 0.15094715852442672 0.24490456163054028 0.014727026550198613 52683
284 0.679158085095695 0.14915254237288136 0.24144609425435765 0.01430701483648567 731212
285 0.6821058977192807 0.1485543369890329 0.24563138806462248 0.014545009995640623 400783
286 0.6824415975885456 0.1469591226321037 0.24485049833887043 0.014334154761760245 514506
287 0.6822749196141479 0.14978061428001596 0.24687705456936226 0.014754097760269147 5466
288 0.6802994523438678 0.14801516058248554 0.24216710182767623 0.014248475499767032 14032
289 0.6806853582554517 0.14941153002194296 0.24397394136807818 0.014511052384133203 563530
290 0.6801165770564294 0.14764565043894654 0.24151436031331594 0.014167243429048293 474384
291 0.6810552763819095 0.14904229848363926 0.2441974501471069 0.014491031754168753 280387
292 0.6818935624905774 0.14764565043894654 0.24438573315719947 0.014368461510365653 371598
293 0.6820283445572419 0.14684756584197925 0.24395094464700035 0.014260431252104067 749162
294 0.6824144343368347 0.14804469273743018 0.24561403508771928 0.01449388600226589 170226
295 0.6812927221552071 0.1498702853721812 0.24526453298497713 0.0146476554287491 88933
296 0.6802211610957527 0.14967072440630613 0.24342745861733203 0.014497358040130387 876896
297 0.6805569518447773 0.14867291957693074 0.24314621409921672 0.014380852387018101 633725
298 0.681596541497009 0.14787467571343046 0.2441515650741351 0.01437427977222248 365577
299 0.6828875930022119 0.1474755537816803 0.2459234608985025 0.014459922282693613 280816
300 0.683072746468252 0.14607862702055477 0.24506193505189153 0.014262979188881697 801041
301 0.6824534942182001 0.14630738522954093 0.2441705529646902 0.014223251110511074 724739
302 0.6795716225049022 0.14873228189259333 0.24156939040207523 0.014275386499611189 241332
303 0.6799074818986324 0.1505591054313099 0.24354005167958656 0.014591460860566537 450256
304 0.679137124754865 0.15418414220091872 0.24523506988564167 0.015067108579634081 791133
305 0.6788695564718897 0.1546144626448262 0.24509183027232426 0.015098611416489464 810982
306 0.6787025396027156 0.15421494206951658 0.244535951853025 0.01501878835343343 498066
307 0.6778314222490445 0.15401518178186177 0.24306431273644388 0.014891610879585581 748364
308 0.6793240456671529 0.15304695304695304 0.24449409511650175 0.014901991360615995 338820
309 0.6785534654461322 0.15244755244755245 0.2428389560789306 0.014723731964238292 569553
310 0.6800462753382627 0.15304695304695304 0.2456703014753047 0.01498772258168832 275368
311 0.6801810865191147 0.15204795204795205 0.24508856682769725 0.01484774688932266 281646
312 0.6799134765330248 0.1508792965627498 0.2436269764440142 0.01462872337291333 634583
313 0.6809538182915786 0.15027977617905675 0.24479166666666666 0.014653837096298064 861597
314 0.6815414801026312 0.1496802557953637 0.2452521283562541 0.014628198276451908 781000
315 0.6814751459046086 0.1474820143884892 0.2433234421364985 0.014278069869959996 315684
316 0.6815094339622642 0.14768185451638688 0.24357284113381675 0.014314912183579474 6915
317 0.6834054543624837 0.14728217426059154 0.24632352941176472 0.01446906990536603 269583
318 0.6830372867709958 0.14548361310951238 0.24421335122442134 0.01414612933668025 114160
319 0.6833735909822867 0.1464828137490008 0.24564343163538874 0.014343027314723162 105640
320 0.6845654471340143 0.145083932853717 0.24643584521384929 0.0142608902317626 606699
321 0.6848515349773527 0.1442845723421263 0.24624829467939974 0.014169404411182696 682545
322 0.6835774321807842 0.14371377173695782 0.24356368563685638 0.01392965784293242 393816
323 0.6831588483994363 0.1449130521686988 0.2439434724091521 0.01407205502575765 753447
324 0.6828408919313435 0.1449130521686988 0.24345198119543318 0.01403820989074113 790980
325 0.6826739152320548 0.14214314274290285 0.24069058903182125 0.013583840657285474 534419
326 0.6832116788321168 0.14294282287085167 0.2422907488986784 0.013768573131167847 479494
327 0.6828433346757954 0.13974410235905638 0.23889268626110732 0.013235925142138266 167380
328 0.6829784020540703 0.14034386245501798 0.2396722430863776 0.013344357502833892 550683
329 0.6831638304299668 0.13954418232706917 0.2392869386355845 0.013242942116151499 212795
330 0.6835506772065858 0.14077184563087383 0.24093086926762491 0.013468793058458165 286112
331 0.6833333333333333 0.13977204559088183 0.2397119341563786 0.013292606784765496 562455
332 0.6834180975879953 0.13977204559088183 0.23987645847632122 0.013303466757628866 630306
333 0.6847618088427838 0.14117176564687062 0.2433643571182351 0.013669903517582042 256096
334 0.6851488140202447 0.1436 0.24605894448252227 0.014089204700737906 872223
335 0.6849818694601129 0.142 0.24440619621342513 0.013820424948594928 554958
336 0.6863258625031479 0.1422 0.246875 0.014007231920199502 653899
337 0.6842953560995265 0.14042808561712342 0.2418188081295212 0.01349493718045457 535206
338 0.6835742708910492 0.140656262505002 0.24075342465753424 0.013445927731984827 607151
339 0.6838605682047149 0.14248549129477686 0.2427548585066485 0.013755887430763543 405051
340 0.6849025238023273 0.14208525115069043 0.24415405777166438 0.013811682409226478 37087
341 0.6842317380352645 0.14068441064638784 0.24183006535947713 0.01352031998419831 881675
