nqueries,snids,accuracy,eff,pur,fom
82,DES_SN024111,0.838709677419,0.65671641791,0.6875,0.277841561424
83,DES_SN673950,0.843210802701,0.677611940299,0.692073170732,0.290222472543
84,DES_SN269083,0.837959489872,0.64776119403,0.688888888889,0.275076671437
85,DES_SN805571,0.840210052513,0.671641791045,0.685975609756,0.282995136676
86,DES_SN837103,0.842460615154,0.65671641791,0.698412698413,0.28609428107
87,DES_SN479079,0.840210052513,0.659701492537,0.690625,0.281455656083
88,DES_SN113041,0.848462115529,0.683582089552,0.704615384615,0.30278587719
89,DES_SN109168,0.84096024006,0.641791044776,0.700325732899,0.281028665228
90,DES_SN445864,0.844711177794,0.64776119403,0.709150326797,0.290421857654
91,DES_SN798280,0.846961740435,0.668656716418,0.706624605678,0.297771579478
92,DES_SN536597,0.848462115529,0.671641791045,0.709779179811,0.3016355349
93,DES_SN430025,0.842460615154,0.64776119403,0.702265372168,0.285120038751
94,DES_SN713902,0.84096024006,0.638805970149,0.701639344262,0.280707346226
95,DES_SN112492,0.843960990248,0.635820895522,0.71237458194,0.287536838102
96,DES_SN635519,0.841710427607,0.641791044776,0.702614379085,0.282756300465
97,DES_SN777486,0.845461365341,0.653731343284,0.708737864078,0.292775386869
98,DES_SN269756,0.843960990248,0.653731343284,0.704180064309,0.289226594301
99,DES_SN846126,0.849212303076,0.653731343284,0.720394736842,0.302040430758
100,DES_SN874133,0.85071267817,0.641791044776,0.731292517007,0.305276713776
101,DES_SN322939,0.844711177794,0.617910447761,0.723776223776,0.288079870916
102,DES_SN394383,0.851462865716,0.653731343284,0.727574750831,0.307886374579
103,DES_SN593240,0.849962490623,0.644776119403,0.727272727273,0.30342405619
104,DES_SN511606,0.849962490623,0.638805970149,0.730375426621,0.303114141046
105,DES_SN102256,0.85071267817,0.653731343284,0.725165562914,0.305912743972
106,DES_SN116836,0.849962490623,0.638805970149,0.730375426621,0.303114141046
107,DES_SN026701,0.852213053263,0.659701492537,0.726973684211,0.310200063512
108,DES_SN067891,0.853713428357,0.665671641791,0.728758169935,0.314501644321
109,DES_SN884223,0.849212303076,0.659701492537,0.717532467532,0.302477240354
110,DES_SN555178,0.85071267817,0.659701492537,0.722222222222,0.306289978678
111,DES_SN883512,0.853713428357,0.662686567164,0.730263157895,0.314351320321
112,DES_SN683712,0.855963990998,0.677611940299,0.729903536977,0.321122986321
113,DES_SN770995,0.856714178545,0.677611940299,0.732258064516,0.323146870689
114,DES_SN797934,0.855963990998,0.674626865672,0.731391585761,0.320980361351
115,DES_SN757148,0.85071267817,0.644776119403,0.72972972973,0.305420267086
116,DES_SN457744,0.855213803451,0.674626865672,0.729032258065,0.318965840255
117,DES_SN058605,0.855963990998,0.674626865672,0.731391585761,0.320980361351
118,DES_SN818872,0.855963990998,0.674626865672,0.731391585761,0.320980361351
119,DES_SN513024,0.854463615904,0.668656716418,0.729641693811,0.316657726168
120,DES_SN285581,0.852213053263,0.665671641791,0.724025974026,0.310553924936
121,DES_SN515692,0.852213053263,0.671641791045,0.721153846154,0.310945273632
122,DES_SN308246,0.855213803451,0.674626865672,0.729032258065,0.318965840255
123,DES_SN542520,0.852213053263,0.662686567164,0.725490196078,0.310372189684
124,DES_SN857013,0.851462865716,0.65671641791,0.726072607261,0.308054609681
125,DES_SN544288,0.848462115529,0.653731343284,0.718032786885,0.300140805407
126,DES_SN686957,0.85071267817,0.653731343284,0.725165562914,0.305912743972
127,DES_SN876834,0.853713428357,0.662686567164,0.730263157895,0.314351320321
128,DES_SN534829,0.85296324081,0.65671641791,0.730897009967,0.312046678057
129,DES_SN060388,0.856714178545,0.668656716418,0.736842105263,0.322799794133
130,DES_SN278344,0.853713428357,0.650746268657,0.736486486486,0.313855501255
131,DES_SN474704,0.858964741185,0.671641791045,0.742574257426,0.329236172081
132,DES_SN664556,0.858964741185,0.665671641791,0.745819397993,0.329145845054
133,DES_SN293586,0.853713428357,0.65671641791,0.733333333333,0.314081765088
134,DES_SN347531,0.858214553638,0.662686567164,0.744966442953,0.326925373134
135,DES_SN349941,0.85296324081,0.653731343284,0.732441471572,0.31191103307
136,DES_SN699280,0.860465116279,0.683582089552,0.741100323625,0.333774623683
137,DES_SN579797,0.857464366092,0.680597014925,0.733118971061,0.325316812166
138,DES_SN487733,0.861215303826,0.686567164179,0.741935483871,0.335979676088
139,DES_SN775590,0.858964741185,0.674626865672,0.740983606557,0.329299506786
140,DES_SN763904,0.858964741185,0.674626865672,0.740983606557,0.329299506786
141,DES_SN472797,0.857464366092,0.680597014925,0.733118971061,0.325316812166
142,DES_SN595981,0.858964741185,0.674626865672,0.740983606557,0.329299506786
143,DES_SN750999,0.855213803451,0.668656716418,0.732026143791,0.318678945697
144,DES_SN402875,0.861965491373,0.677611940299,0.749174917492,0.338061341643
145,DES_SN603719,0.860465116279,0.671641791045,0.747508305648,0.333596916082
146,DES_SN298440,0.855963990998,0.662686567164,0.737541528239,0.3205150717
147,DES_SN248105,0.855213803451,0.668656716418,0.732026143791,0.318678945697
148,DES_SN304491,0.856714178545,0.671641791045,0.735294117647,0.322904707233
149,DES_SN556340,0.854463615904,0.668656716418,0.729641693811,0.316657726168
150,DES_SN367622,0.855963990998,0.668656716418,0.734426229508,0.320726133785
151,DES_SN059857,0.852213053263,0.662686567164,0.725490196078,0.310372189684
152,DES_SN651608,0.854463615904,0.662686567164,0.732673267327,0.316379393356
153,DES_SN114612,0.854463615904,0.659701492537,0.734219269103,0.316256030045
154,DES_SN673009,0.85071267817,0.668656716418,0.717948717949,0.306924394421
155,DES_SN761922,0.85296324081,0.665671641791,0.726384364821,0.312515318146
156,DES_SN617736,0.855963990998,0.668656716418,0.734426229508,0.320726133785
157,DES_SN404202,0.858964741185,0.677611940299,0.739413680782,0.329374540573
158,DES_SN482652,0.855963990998,0.665671641791,0.73597359736,0.320615067213
159,DES_SN027029,0.855963990998,0.650746268657,0.744027303754,0.32023179812
160,DES_SN711769,0.857464366092,0.659701492537,0.744107744108,0.324708307017
161,DES_SN422291,0.855213803451,0.638805970149,0.748251748252,0.317917389795
162,DES_SN289710,0.856714178545,0.650746268657,0.746575342466,0.322415196744
163,DES_SN045295,0.854463615904,0.635820895522,0.747368421053,0.315687297777
164,DES_SN535040,0.856714178545,0.650746268657,0.746575342466,0.322415196744
165,DES_SN362724,0.858214553638,0.653731343284,0.75,0.326865671642
166,DES_SN542837,0.857464366092,0.653731343284,0.747440273038,0.324642095644
167,DES_SN021375,0.857464366092,0.641791044776,0.754385964912,0.324670763828
168,DES_SN083495,0.855213803451,0.638805970149,0.748251748252,0.317917389795
169,DES_SN866123,0.859714928732,0.64776119403,0.758741258741,0.331519290341
170,DES_SN875683,0.858214553638,0.662686567164,0.744966442953,0.326925373134
171,DES_SN592757,0.860465116279,0.659701492537,0.754266211604,0.333624782267
172,DES_SN786552,0.859714928732,0.659701492537,0.751700680272,0.331350067843
173,DES_SN875509,0.855963990998,0.653731343284,0.742372881356,0.320284483622
174,DES_SN574255,0.858214553638,0.65671641791,0.748299319728,0.326872425204
175,DES_SN313097,0.855963990998,0.653731343284,0.742372881356,0.320284483622
176,DES_SN137072,0.856714178545,0.653731343284,0.744897959184,0.322448567971
177,DES_SN186734,0.858214553638,0.65671641791,0.748299319728,0.326872425204
178,DES_SN666116,0.858964741185,0.659701492537,0.749152542373,0.329106162191
179,DES_SN570028,0.854463615904,0.635820895522,0.747368421053,0.315687297777
180,DES_SN269583,0.855213803451,0.64776119403,0.743150684932,0.318018504761
181,DES_SN795990,0.858964741185,0.650746268657,0.754325259516,0.329147764657
182,DES_SN601536,0.857464366092,0.64776119403,0.750865051903,0.324628589156
183,DES_SN543275,0.856714178545,0.635820895522,0.755319148936,0.322452025586
184,DES_SN185321,0.860465116279,0.650746268657,0.759581881533,0.333794556629
185,DES_SN866990,0.859714928732,0.650746268657,0.756944444444,0.331454875157
186,DES_SN610772,0.858214553638,0.650746268657,0.751724137931,0.326872549694
187,DES_SN739407,0.858214553638,0.64776119403,0.753472222222,0.326893439778
188,DES_SN249308,0.858214553638,0.653731343284,0.75,0.326865671642
189,DES_SN730713,0.861965491373,0.659701492537,0.759450171821,0.338269210791
190,DES_SN092930,0.858964741185,0.653731343284,0.752577319588,0.329119917653
191,DES_SN579490,0.858214553638,0.644776119403,0.755244755245,0.326928736599
192,DES_SN355179,0.858214553638,0.64776119403,0.753472222222,0.326893439778
193,DES_SN866392,0.861215303826,0.662686567164,0.755102040816,0.335882232672
194,DES_SN346547,0.857464366092,0.641791044776,0.754385964912,0.324670763828
195,DES_SN782301,0.855963990998,0.65671641791,0.740740740741,0.320349472151
196,DES_SN313567,0.858964741185,0.653731343284,0.752577319588,0.329119917653
197,DES_SN448401,0.859714928732,0.659701492537,0.751700680272,0.331350067843
198,DES_SN196428,0.860465116279,0.65671641791,0.756013745704,0.333666540278
199,DES_SN393531,0.861215303826,0.665671641791,0.753378378378,0.335847909772
200,DES_SN816957,0.860465116279,0.665671641791,0.750841750842,0.33358376656
201,DES_SN512816,0.864216054014,0.677611940299,0.756666666667,0.344883207282
202,DES_SN757542,0.857464366092,0.65671641791,0.745762711864,0.324668790877
203,DES_SN403007,0.859714928732,0.659701492537,0.751700680272,0.331350067843
204,DES_SN118207,0.859714928732,0.653731343284,0.755172413793,0.331405472637
205,DES_SN872416,0.858964741185,0.662686567164,0.747474747475,0.329119503155
206,DES_SN548507,0.861965491373,0.662686567164,0.757679180887,0.338198661863
207,DES_SN044285,0.861215303826,0.668656716418,0.751677852349,0.335827588515
208,DES_SN298724,0.858214553638,0.650746268657,0.751724137931,0.326872549694
209,DES_SN374099,0.86271567892,0.665671641791,0.758503401361,0.340469669999
210,DES_SN354071,0.86271567892,0.659701492537,0.762068965517,0.340640256661
211,DES_SN088934,0.859714928732,0.650746268657,0.756944444444,0.331454875157
212,DES_SN868729,0.863465866467,0.65671641791,0.766550522648,0.343177225511
213,DES_SN754923,0.861965491373,0.665671641791,0.75593220339,0.338142997994
214,DES_SN582228,0.861215303826,0.662686567164,0.755102040816,0.335882232672
215,DES_SN881264,0.861965491373,0.665671641791,0.75593220339,0.338142997994
216,DES_SN597330,0.858214553638,0.64776119403,0.753472222222,0.326893439778
217,DES_SN836801,0.861215303826,0.659701492537,0.756849315068,0.335930944357
218,DES_SN077991,0.863465866467,0.665671641791,0.761092150171,0.342828582262
219,DES_SN444362,0.86496624156,0.671641791045,0.762711864407,0.347400926402
220,DES_SN199146,0.86271567892,0.653731343284,0.765734265734,0.340874200426
221,DES_SN572281,0.858214553638,0.650746268657,0.751724137931,0.326872549694
222,DES_SN501280,0.861215303826,0.659701492537,0.756849315068,0.335930944357
223,DES_SN034352,0.858964741185,0.644776119403,0.757894736842,0.329247380121
224,DES_SN891107,0.859714928732,0.644776119403,0.760563380282,0.331599147122
225,DES_SN878543,0.861965491373,0.64776119403,0.766784452297,0.338708865312
226,DES_SN081313,0.856714178545,0.626865671642,0.760869565217,0.322651448639
227,DES_SN107232,0.859714928732,0.638805970149,0.764285714286,0.331806984495
228,DES_SN722090,0.856714178545,0.629850746269,0.758992805755,0.322569192871
229,DES_SN780635,0.855213803451,0.623880597015,0.757246376812,0.318026938478
230,DES_SN145713,0.857464366092,0.632835820896,0.759856630824,0.324845506126
231,DES_SN830229,0.863465866467,0.662686567164,0.762886597938,0.342928713078
232,DES_SN726043,0.861215303826,0.641791044776,0.767857142857,0.336548962505
233,DES_SN092183,0.861215303826,0.644776119403,0.765957446809,0.336404931862
234,DES_SN800878,0.863465866467,0.650746268657,0.770318021201,0.343493187814
235,DES_SN876006,0.861215303826,0.644776119403,0.765957446809,0.336404931862
236,DES_SN710339,0.867216804201,0.665671641791,0.774305555556,0.355131043348
237,DES_SN372901,0.861965491373,0.65671641791,0.76124567474,0.338355063092
238,DES_SN210371,0.861215303826,0.650746268657,0.762237762238,0.336167503714
239,DES_SN249976,0.858214553638,0.64776119403,0.753472222222,0.326893439778
240,DES_SN297787,0.861215303826,0.64776119403,0.764084507042,0.336277940441
241,DES_SN385583,0.86271567892,0.64776119403,0.769503546099,0.341175192001
242,DES_SN645783,0.858964741185,0.644776119403,0.757894736842,0.329247380121
243,DES_SN868557,0.859714928732,0.653731343284,0.755172413793,0.331405472637
244,DES_SN397427,0.860465116279,0.65671641791,0.756013745704,0.333666540278
245,DES_SN805519,0.866466616654,0.674626865672,0.766101694915,0.352114715108
246,DES_SN599528,0.863465866467,0.665671641791,0.761092150171,0.342828582262
247,DES_SN759613,0.86271567892,0.65671641791,0.763888888889,0.340749084765
248,DES_SN058523,0.860465116279,0.650746268657,0.759581881533,0.333794556629
249,DES_SN757262,0.86271567892,0.64776119403,0.769503546099,0.341175192001
250,DES_SN482200,0.864216054014,0.65671641791,0.769230769231,0.345640219953
251,DES_SN800302,0.860465116279,0.650746268657,0.759581881533,0.333794556629
252,DES_SN300655,0.861215303826,0.662686567164,0.755102040816,0.335882232672
253,DES_SN179777,0.86271567892,0.65671641791,0.763888888889,0.340749084765
254,DES_SN656060,0.86496624156,0.662686567164,0.768166089965,0.347792950143
255,DES_SN199903,0.861215303826,0.650746268657,0.762237762238,0.336167503714
256,DES_SN877945,0.864216054014,0.659701492537,0.767361111111,0.345483483059
257,DES_SN833221,0.86271567892,0.650746268657,0.767605633803,0.341016073479
258,DES_SN815531,0.861965491373,0.64776119403,0.766784452297,0.338708865312
259,DES_SN236474,0.861215303826,0.641791044776,0.767857142857,0.336548962505
260,DES_SN360782,0.86271567892,0.641791044776,0.773381294964,0.341547214423
261,DES_SN275384,0.864216054014,0.650746268657,0.77304964539,0.346006552603
262,DES_SN579022,0.861215303826,0.64776119403,0.764084507042,0.336277940441
263,DES_SN732093,0.858214553638,0.64776119403,0.753472222222,0.326893439778
264,DES_SN870530,0.861965491373,0.65671641791,0.76124567474,0.338355063092
265,DES_SN859710,0.858964741185,0.638805970149,0.761565836299,0.329408379788
266,DES_SN487019,0.859714928732,0.64776119403,0.758741258741,0.331519290341
267,DES_SN255097,0.857464366092,0.641791044776,0.754385964912,0.324670763828
268,DES_SN533171,0.859714928732,0.641791044776,0.762411347518,0.33169489093
269,DES_SN044060,0.860465116279,0.650746268657,0.759581881533,0.333794556629
270,DES_SN347640,0.861215303826,0.653731343284,0.760416666667,0.33607315535
271,DES_SN398701,0.853713428357,0.641791044776,0.741379310345,0.313602442334
272,DES_SN056089,0.857464366092,0.638805970149,0.756183745583,0.324713723544
273,DES_SN368536,0.858214553638,0.635820895522,0.760714285714,0.327125243348
274,DES_SN157506,0.861215303826,0.644776119403,0.765957446809,0.336404931862
275,DES_SN625224,0.854463615904,0.629850746269,0.750889679715,0.315673414401
276,DES_SN079311,0.860465116279,0.644776119403,0.763250883392,0.333984752497
277,DES_SN698432,0.858964741185,0.635820895522,0.763440860215,0.329513018847
278,DES_SN573011,0.857464366092,0.638805970149,0.756183745583,0.324713723544
279,DES_SN227102,0.855963990998,0.64776119403,0.745704467354,0.320191751946
280,DES_SN502030,0.858214553638,0.64776119403,0.753472222222,0.326893439778
281,DES_SN334017,0.855963990998,0.635820895522,0.752650176678,0.320165131788
282,DES_SN759414,0.861215303826,0.64776119403,0.764084507042,0.336277940441
283,DES_SN244394,0.856714178545,0.644776119403,0.75,0.322388059701
284,DES_SN062265,0.858964741185,0.65671641791,0.750853242321,0.329106177541
285,DES_SN661788,0.858214553638,0.644776119403,0.755244755245,0.326928736599
286,DES_SN183260,0.858964741185,0.64776119403,0.756097560976,0.329190114999
287,DES_SN066874,0.857464366092,0.629850746269,0.761732851986,0.32493522607
288,DES_SN198588,0.858964741185,0.638805970149,0.761565836299,0.329408379788
289,DES_SN225474,0.868717179295,0.671641791045,0.775862068966,0.359808102345
290,DES_SN305740,0.858214553638,0.644776119403,0.755244755245,0.326928736599
291,DES_SN488371,0.86271567892,0.64776119403,0.769503546099,0.341175192001
292,DES_SN867512,0.863465866467,0.662686567164,0.762886597938,0.342928713078
293,DES_SN518504,0.86496624156,0.668656716418,0.764505119454,0.347515323614
294,DES_SN644101,0.86271567892,0.650746268657,0.767605633803,0.341016073479
295,DES_SN367872,0.86496624156,0.668656716418,0.764505119454,0.347515323614
296,DES_SN527290,0.865716429107,0.674626865672,0.763513513514,0.349691907435
297,DES_SN762643,0.86496624156,0.680597014925,0.757475083056,0.347150155264
298,DES_SN255954,0.867216804201,0.671641791045,0.770547945205,0.354740382594
299,DES_SN671273,0.86496624156,0.662686567164,0.768166089965,0.347792950143
300,DES_SN884877,0.86496624156,0.662686567164,0.768166089965,0.347792950143
301,DES_SN366095,0.861215303826,0.65671641791,0.758620689655,0.335994446373
302,DES_SN464176,0.864216054014,0.65671641791,0.769230769231,0.345640219953
303,DES_SN108011,0.858214553638,0.64776119403,0.753472222222,0.326893439778
304,DES_SN800798,0.865716429107,0.665671641791,0.768965517241,0.350105604055
305,DES_SN678403,0.86496624156,0.653731343284,0.773851590106,0.348338598976
306,DES_SN624366,0.864216054014,0.659701492537,0.767361111111,0.345483483059
307,DES_SN247889,0.861215303826,0.650746268657,0.762237762238,0.336167503714
308,DES_SN737853,0.865716429107,0.659701492537,0.772727272727,0.35046641791
309,DES_SN707584,0.867216804201,0.671641791045,0.770547945205,0.354740382594
310,DES_SN465213,0.860465116279,0.641791044776,0.76512455516,0.334104296917
311,DES_SN521176,0.863465866467,0.665671641791,0.761092150171,0.342828582262
312,DES_SN383204,0.864216054014,0.65671641791,0.769230769231,0.345640219953
313,DES_SN557500,0.86496624156,0.65671641791,0.771929824561,0.348138823953
314,DES_SN484106,0.863465866467,0.659701492537,0.764705882353,0.343044776119
315,DES_SN668078,0.863465866467,0.65671641791,0.766550522648,0.343177225511
316,DES_SN548850,0.867966991748,0.650746268657,0.787003610108,0.359146041942
317,DES_SN586940,0.861215303826,0.638805970149,0.769784172662,0.33671053599
318,DES_SN844490,0.867216804201,0.665671641791,0.774305555556,0.355131043348
319,DES_SN173612,0.863465866467,0.662686567164,0.762886597938,0.342928713078
320,DES_SN645018,0.86496624156,0.665671641791,0.766323024055,0.347645845713
321,DES_SN030550,0.867216804201,0.65671641791,0.780141843972,0.355856187045
322,DES_SN121369,0.871717929482,0.677611940299,0.78275862069,0.369754592423
323,DES_SN405138,0.866466616654,0.65671641791,0.777385159011,0.353245994964
324,DES_SN868812,0.86496624156,0.653731343284,0.773851590106,0.348338598976
325,DES_SN307171,0.863465866467,0.653731343284,0.768421052632,0.343326532804
326,DES_SN234944,0.861215303826,0.644776119403,0.765957446809,0.336404931862
327,DES_SN507274,0.864216054014,0.653731343284,0.771126760563,0.34581440623
328,DES_SN473109,0.864216054014,0.644776119403,0.776978417266,0.346446870127
329,DES_SN803506,0.864216054014,0.641791044776,0.778985507246,0.346696167404
330,DES_SN087273,0.861215303826,0.638805970149,0.769784172662,0.33671053599
331,DES_SN286112,0.860465116279,0.638805970149,0.767025089606,0.334240776557
332,DES_SN094824,0.861215303826,0.629850746269,0.775735294118,0.337305856504
333,DES_SN631384,0.86271567892,0.641791044776,0.773381294964,0.341547214423
334,DES_SN452729,0.86496624156,0.64776119403,0.777777777778,0.348794489093
335,DES_SN873211,0.865716429107,0.64776119403,0.780575539568,0.351410447761
336,DES_SN078035,0.867216804201,0.650746268657,0.784172661871,0.356438910973
337,DES_SN055598,0.864216054014,0.644776119403,0.776978417266,0.346446870127
338,DES_SN844740,0.865716429107,0.644776119403,0.782608695652,0.351696065129
339,DES_SN496352,0.867216804201,0.641791044776,0.790441176471,0.357474286598
340,DES_SN841495,0.86271567892,0.638805970149,0.775362318841,0.34176119403
341,DES_SN750312,0.861965491373,0.632835820896,0.776556776557,0.339648592481
342,DES_SN773238,0.86271567892,0.638805970149,0.775362318841,0.34176119403
343,DES_SN888842,0.86271567892,0.635820895522,0.777372262774,0.341994572592
344,DES_SN320798,0.861965491373,0.641791044776,0.770609318996,0.339029667388
345,DES_SN820549,0.865716429107,0.650746268657,0.778571428571,0.35114526378
346,DES_SN300752,0.860465116279,0.632835820896,0.770909090909,0.334566568653
347,DES_SN522083,0.867216804201,0.65671641791,0.780141843972,0.355856187045
348,DES_SN747959,0.863465866467,0.644776119403,0.774193548387,0.343880597015
349,DES_SN490460,0.859714928732,0.623880597015,0.774074074074,0.332630216266
350,DES_SN346159,0.861965491373,0.632835820896,0.776556776557,0.339648592481
351,DES_SN533628,0.859714928732,0.635820895522,0.76618705036,0.331935908692
352,DES_SN845086,0.861965491373,0.641791044776,0.770609318996,0.339029667388
353,DES_SN375748,0.863465866467,0.638805970149,0.778181818182,0.344343772322
354,DES_SN171978,0.86496624156,0.64776119403,0.777777777778,0.348794489093
355,DES_SN760388,0.86271567892,0.641791044776,0.773381294964,0.341547214423
356,DES_SN129283,0.868717179295,0.650746268657,0.789855072464,0.36189460859
357,DES_SN231841,0.863465866467,0.644776119403,0.774193548387,0.343880597015
358,DES_SN056969,0.86271567892,0.641791044776,0.773381294964,0.341547214423
359,DES_SN851424,0.860465116279,0.638805970149,0.767025089606,0.334240776557
360,DES_SN307522,0.861965491373,0.641791044776,0.770609318996,0.339029667388
361,DES_SN880264,0.869467366842,0.65671641791,0.78853046595,0.363923455769
362,DES_SN406082,0.86271567892,0.650746268657,0.767605633803,0.341016073479
363,DES_SN347716,0.857464366092,0.638805970149,0.756183745583,0.324713723544
364,DES_SN750585,0.865716429107,0.650746268657,0.778571428571,0.35114526378
365,DES_SN796152,0.864216054014,0.64776119403,0.775,0.346217189913
366,DES_SN868742,0.864216054014,0.653731343284,0.771126760563,0.34581440623
367,DES_SN658505,0.863465866467,0.641791044776,0.776173285199,0.344102430491
