# ID train/target Class
DES_SN059869 target 25 
DES_SN715380 target 9 
DES_SN466817 target 22 
DES_SN158574 target 32 
DES_SN380134 target 16 
DES_SN130739 target 18 
DES_SN366743 target 20 
DES_SN544684 target 8 
DES_SN070326 target 17 
DES_SN605929 target 33 
DES_SN351088 target 0 
DES_SN877184 target 44 
DES_SN443042 target 24 
DES_SN737965 target 45 
DES_SN634918 target 0 
DES_SN338975 target 20 
DES_SN760316 target 3 
DES_SN161527 target 31 
DES_SN109631 target 32 
DES_SN414269 target 13 
DES_SN391005 target 30 
DES_SN729452 target 2 
DES_SN259017 target 0 
DES_SN861562 target 29 
DES_SN181630 target 21 
DES_SN465083 target 30 
DES_SN266193 target 36 
DES_SN567201 target 0 
DES_SN889215 target 42 
DES_SN705643 target 0 
DES_SN417224 target 38 
DES_SN184149 target 21 
DES_SN601830 target 1 
DES_SN038938 target 39 
DES_SN238387 target 44 
DES_SN199903 target 13 
DES_SN214831 target 20 
DES_SN779526 target 30 
DES_SN653114 target 18 
DES_SN543370 target 1 
DES_SN073868 target 42 
DES_SN816491 target 21 
DES_SN062783 target 42 
DES_SN431546 target 37 
DES_SN877737 target 32 
DES_SN808505 target 0 
DES_SN095357 target 0 
DES_SN543981 target 22 
DES_SN337850 target 35 
DES_SN581508 target 17 
DES_SN448036 target 23 
DES_SN109043 target 40 
DES_SN209973 target 0 
DES_SN325825 target 30 
DES_SN338440 target 33 
DES_SN824012 target 18 
DES_SN447278 target 10 
DES_SN491533 target 0 
DES_SN373286 target 20 
DES_SN230374 target 21 
DES_SN035509 target 19 
DES_SN210508 target 42 
DES_SN622389 target 0 
DES_SN201858 target 8 
DES_SN069239 target 31 
DES_SN578519 target 0 
DES_SN540650 target 8 
DES_SN124580 target 8 
DES_SN689495 target 31 
DES_SN579195 target 29 
DES_SN297927 target 27 
DES_SN843327 target 43 
DES_SN225779 target 21 
DES_SN434549 target 0 
DES_SN828037 target 12 
DES_SN037315 target 0 
DES_SN148976 target 24 
DES_SN702773 target 15 
DES_SN191236 target 17 
DES_SN677793 target 42 
DES_SN280793 target 1 
DES_SN369565 target 0 
DES_SN430893 target 2 
DES_SN513659 target 0 
DES_SN203483 target 0 
DES_SN790893 target 0 
DES_SN339769 target 27 
DES_SN171977 target 0 
DES_SN267233 target 21 
DES_SN588551 target 17 
DES_SN527536 target 18 
DES_SN584564 target 24 
DES_SN799531 target 19 
DES_SN721439 target 0 
DES_SN590319 target 39 
DES_SN014185 target 33 
DES_SN653575 target 43 
DES_SN484215 target 0 
DES_SN551502 target 21 
DES_SN850373 target 12 
DES_SN722736 target 21 
DES_SN413458 target 35 
DES_SN103501 target 0 
DES_SN037683 target 22 
DES_SN201488 target 27 
DES_SN689066 target 2 
DES_SN245661 target 21 
DES_SN765410 target 15 
DES_SN588060 target 32 
DES_SN050675 target 17 
DES_SN800302 target 0 
DES_SN703140 target 0 
DES_SN111891 target 0 
DES_SN440976 target 24 
DES_SN424789 target 2 
DES_SN658113 target 19 
DES_SN284353 target 21 
DES_SN088156 target 26 
DES_SN469967 target 17 
DES_SN579442 target 18 
DES_SN161707 target 42 
DES_SN326039 target 22 
DES_SN759409 target 24 
DES_SN738144 target 0 
DES_SN367983 target 30 
DES_SN145521 target 0 
DES_SN743407 target 0 
DES_SN450624 target 2 
DES_SN830034 target 30 
DES_SN739446 target 34 
DES_SN072222 target 30 
DES_SN759414 target 0 
DES_SN478075 target 38 
DES_SN037770 target 19 
DES_SN557604 target 27 
DES_SN802213 target 30 
DES_SN112892 target 0 
DES_SN857258 target 27 
DES_SN437976 target 6 
DES_SN116027 target 40 
DES_SN896934 target 2 
DES_SN842562 target 30 
DES_SN670387 target 0 
DES_SN819337 target 30 
DES_SN159497 target 30 
DES_SN074156 target 45 
DES_SN094958 target 42 
DES_SN449449 target 24 
DES_SN101457 target 35 
DES_SN702695 target 24 
DES_SN306982 target 8 
DES_SN383479 target 0 
DES_SN272657 target 17 
DES_SN267683 target 2 
DES_SN242849 target 8 
DES_SN177760 target 26 
DES_SN894125 target 30 
DES_SN159785 target 42 
DES_SN792377 target 17 
DES_SN073397 target 35 
DES_SN052338 target 17 
DES_SN304375 target 42 
DES_SN471744 target 34 
DES_SN510852 target 37 
DES_SN454364 target 30 
DES_SN588638 target 4 
DES_SN794535 target 22 
DES_SN105547 target 0 
DES_SN628491 target 44 
DES_SN618058 target 24 
DES_SN380565 target 18 
DES_SN131557 target 30 
DES_SN076103 target 0 
DES_SN707785 target 2 
DES_SN050755 target 42 
DES_SN014808 target 0 
DES_SN623028 target 30 
DES_SN435967 target 30 
DES_SN493677 target 17 
DES_SN723791 target 27 
DES_SN202180 target 42 
DES_SN848367 target 44 
DES_SN710827 target 26 
DES_SN885128 target 4 
DES_SN248544 target 4 
DES_SN546008 target 0 
DES_SN491993 target 26 
DES_SN603789 target 38 
DES_SN434354 target 43 
DES_SN540599 target 0 
DES_SN437454 target 0 
DES_SN246117 target 17 
DES_SN547857 target 12 
DES_SN626325 target 35 
DES_SN671388 target 0 
DES_SN504795 target 17 
DES_SN822904 target 0 
DES_SN263875 target 41 
DES_SN325613 target 19 
DES_SN011523 target 27 
DES_SN703197 target 24 
DES_SN151666 target 30 
DES_SN538465 target 17 
DES_SN219364 target 15 
DES_SN380151 target 0 
DES_SN297745 target 30 
DES_SN707565 target 20 
DES_SN129598 target 0 
DES_SN735515 target 30 
DES_SN608444 target 0 
DES_SN046050 target 10 
DES_SN317584 target 0 
DES_SN457490 target 8 
DES_SN371616 target 37 
DES_SN629902 target 30 
DES_SN700759 target 4 
DES_SN009896 target 2 
DES_SN210822 target 2 
DES_SN004123 target 30 
DES_SN553964 target 26 
DES_SN677327 target 26 
DES_SN251958 target 42 
DES_SN870074 target 0 
DES_SN125755 target 21 
DES_SN264415 target 0 
DES_SN736754 target 21 
DES_SN526712 target 2 
DES_SN369280 target 34 
DES_SN472693 target 36 
DES_SN339760 target 27 
DES_SN713616 target 27 
DES_SN307341 target 30 
DES_SN170766 target 43 
DES_SN319337 target 3 
DES_SN340376 target 4 
DES_SN001049 target 23 
DES_SN799252 target 19 
DES_SN871181 target 4 
DES_SN248295 target 30 
DES_SN505289 target 0 
DES_SN554590 target 2 
DES_SN754326 target 0 
DES_SN619274 target 0 
DES_SN084030 target 4 
DES_SN311705 target 10 
DES_SN331031 target 0 
DES_SN279950 target 45 
DES_SN281756 target 42 
DES_SN746050 target 30 
DES_SN710253 target 31 
DES_SN658871 target 16 
DES_SN817372 target 0 
DES_SN606569 target 27 
DES_SN798024 target 45 
DES_SN785963 target 19 
DES_SN112925 target 0 
DES_SN127010 target 14 
DES_SN058056 target 0 
DES_SN473602 target 44 
DES_SN391207 target 27 
DES_SN071010 target 11 
DES_SN399092 target 24 
DES_SN031527 target 21 
DES_SN226937 target 0 
DES_SN880551 target 0 
DES_SN309386 target 30 
DES_SN443385 target 27 
DES_SN412063 target 17 
DES_SN737917 target 31 
DES_SN879090 target 0 
DES_SN573982 target 31 
DES_SN373962 target 0 
DES_SN696124 target 26 
DES_SN896247 target 29 
DES_SN221101 target 32 
DES_SN114602 target 16 
DES_SN815661 target 15 
DES_SN202661 target 0 
DES_SN704342 target 27 
DES_SN387453 target 42 
DES_SN244007 target 21 
DES_SN667577 target 0 
DES_SN379485 target 0 
DES_SN208923 target 4 
DES_SN231799 target 27 
DES_SN213797 target 21 
DES_SN155898 target 2 
DES_SN051928 target 23 
DES_SN273829 target 30 
DES_SN262765 target 0 
DES_SN165780 target 30 
DES_SN353322 target 0 
DES_SN866679 target 43 
DES_SN242133 target 12 
DES_SN249458 target 15 
DES_SN306812 target 18 
DES_SN887405 target 25 
DES_SN240170 target 42 
DES_SN295577 target 6 
DES_SN573751 target 44 
DES_SN506532 target 0 
DES_SN244871 target 0 
DES_SN535064 target 0 
DES_SN000967 target 44 
DES_SN158465 target 40 
DES_SN773843 target 0 
DES_SN461853 target 18 
DES_SN684595 target 0 
DES_SN582011 target 18 
DES_SN795990 target 26 
DES_SN117580 target 30 
DES_SN743712 target 0 
DES_SN319684 target 4 
DES_SN455417 target 26 
DES_SN289710 target 29 
DES_SN294726 target 41 
DES_SN447295 target 0 
DES_SN802992 target 27 
DES_SN799824 target 4 
DES_SN288414 target 0 
DES_SN608408 target 0 
DES_SN643270 target 0 
DES_SN557528 target 30 
DES_SN447836 target 0 
DES_SN510698 target 20 
DES_SN002457 target 22 
DES_SN868742 target 42 
DES_SN424998 target 0 
DES_SN772851 target 0 
DES_SN299234 target 8 
DES_SN232122 target 0 
DES_SN286103 target 19 
DES_SN092885 target 0 
DES_SN398760 target 0 
DES_SN333863 target 25 
DES_SN359558 target 23 
DES_SN084378 target 0 
DES_SN206308 target 38 
DES_SN328414 target 36 
DES_SN252166 target 22 
DES_SN378503 target 26 
DES_SN337093 target 30 
DES_SN185358 target 23 
DES_SN760273 target 21 
DES_SN625374 target 3 
DES_SN487202 target 0 
DES_SN159494 target 0 
DES_SN484366 target 0 
DES_SN875653 target 27 
DES_SN157684 target 44 
DES_SN438316 target 17 
DES_SN468735 target 0 
DES_SN018818 target 0 
DES_SN583512 target 32 
DES_SN453534 target 18 
DES_SN499434 target 0 
DES_SN690682 target 0 
DES_SN212377 target 27 
DES_SN093481 target 8 
DES_SN797754 target 34 
DES_SN713396 target 0 
DES_SN184194 target 30 
DES_SN837912 target 32 
DES_SN516744 target 22 
DES_SN176723 target 38 
DES_SN367872 target 0 
DES_SN734587 target 8 
DES_SN287861 target 27 
DES_SN389406 target 19 
DES_SN451663 target 43 
DES_SN893776 target 16 
DES_SN459081 target 8 
DES_SN497967 target 42 
DES_SN665169 target 29 
DES_SN362210 target 33 
DES_SN489413 target 28 
DES_SN592275 target 26 
DES_SN423197 target 0 
DES_SN487429 target 8 
DES_SN709674 target 38 
DES_SN832494 target 33 
DES_SN406490 target 22 
DES_SN137072 target 0 
DES_SN144755 target 26 
DES_SN159681 target 21 
DES_SN651608 target 8 
DES_SN499586 target 2 
DES_SN185754 target 30 
DES_SN335659 target 27 
DES_SN439933 target 14 
DES_SN408355 target 27 
DES_SN762167 target 8 
DES_SN341838 target 36 
DES_SN018812 target 24 
DES_SN014719 target 0 
DES_SN864151 target 2 
DES_SN198033 target 31 
DES_SN598673 target 36 
DES_SN296957 target 34 
DES_SN575664 target 43 
DES_SN148987 target 42 
DES_SN052483 target 15 
DES_SN544464 target 31 
DES_SN494716 target 30 
DES_SN117604 target 8 
DES_SN534888 target 19 
DES_SN200159 target 30 
DES_SN312725 target 30 
DES_SN043959 target 32 
DES_SN055436 target 34 
DES_SN255467 target 0 
DES_SN288440 target 15 
DES_SN507588 target 0 
DES_SN225591 target 0 
DES_SN731601 target 38 
DES_SN306010 target 8 
DES_SN549856 target 42 
DES_SN429424 target 0 
DES_SN309260 target 0 
DES_SN065399 target 44 
DES_SN799035 target 15 
DES_SN288864 target 42 
DES_SN041024 target 15 
DES_SN642863 target 27 
DES_SN399969 target 1 
DES_SN286356 target 20 
DES_SN199416 target 30 
DES_SN638833 target 28 
DES_SN250099 target 37 
DES_SN445156 target 0 
DES_SN683210 target 2 
DES_SN634435 target 42 
DES_SN849896 target 2 
DES_SN598191 target 32 
DES_SN418719 target 0 
DES_SN688784 target 33 
DES_SN102350 target 0 
DES_SN093111 target 34 
DES_SN133991 target 30 
DES_SN498144 target 4 
DES_SN071243 target 44 
DES_SN613179 target 0 
DES_SN766008 target 24 
DES_SN068294 target 30 
DES_SN150224 target 43 
DES_SN373372 target 37 
DES_SN550786 target 30 
DES_SN813020 target 0 
DES_SN668073 target 19 
DES_SN027649 target 44 
DES_SN284476 target 36 
DES_SN117161 target 20 
DES_SN113113 target 21 
DES_SN822882 target 27 
DES_SN708735 target 42 
DES_SN009149 target 42 
DES_SN602836 target 8 
DES_SN776269 target 8 
DES_SN487796 target 2 
DES_SN382912 target 38 
DES_SN291342 target 0 
DES_SN227363 target 24 
DES_SN303595 target 35 
DES_SN090987 target 19 
DES_SN736555 target 27 
DES_SN087181 target 17 
DES_SN088033 target 21 
DES_SN676913 target 0 
DES_SN280184 target 17 
DES_SN360548 target 33 
DES_SN048884 target 12 
DES_SN397193 target 23 
DES_SN699283 target 30 
DES_SN851503 target 2 
DES_SN494936 target 0 
DES_SN085258 target 0 
DES_SN758685 target 22 
DES_SN240089 target 42 
DES_SN107806 target 21 
DES_SN868846 target 0 
DES_SN020213 target 32 
DES_SN424665 target 24 
DES_SN681150 target 36 
DES_SN410959 target 32 
DES_SN685566 target 43 
DES_SN555612 target 0 
DES_SN212995 target 2 
DES_SN586654 target 0 
DES_SN597227 target 26 
DES_SN568248 target 42 
DES_SN585830 target 15 
DES_SN384210 target 12 
DES_SN483467 target 20 
DES_SN710876 target 42 
DES_SN591175 target 0 
DES_SN257579 target 25 
DES_SN837272 target 36 
DES_SN078788 target 32 
DES_SN429913 target 37 
DES_SN414734 target 30 
DES_SN127201 target 0 
DES_SN272889 target 44 
DES_SN209960 target 0 
DES_SN061314 target 0 
DES_SN278311 target 27 
DES_SN535865 target 29 
DES_SN649765 target 15 
DES_SN557656 target 29 
DES_SN791922 target 0 
DES_SN527177 target 27 
DES_SN129260 target 44 
DES_SN065309 target 6 
DES_SN227792 target 30 
DES_SN879422 target 7 
DES_SN683329 target 42 
DES_SN208537 target 27 
DES_SN474982 target 35 
DES_SN303105 target 42 
DES_SN621983 target 17 
DES_SN666941 target 0 
DES_SN406364 target 0 
DES_SN612708 target 30 
DES_SN871599 target 0 
DES_SN231996 target 40 
DES_SN032317 target 30 
DES_SN396161 target 31 
DES_SN523834 target 32 
DES_SN884506 target 0 
DES_SN065294 target 0 
DES_SN486242 target 43 
DES_SN789135 target 0 
DES_SN522364 target 42 
DES_SN197876 target 21 
DES_SN323033 target 38 
DES_SN106998 target 34 
DES_SN624749 target 34 
DES_SN042342 target 29 
DES_SN253126 target 2 
DES_SN566689 target 30 
DES_SN819765 target 21 
DES_SN010289 target 2 
DES_SN480942 target 35 
DES_SN760170 target 0 
DES_SN478721 target 21 
DES_SN473511 target 21 
DES_SN639852 target 17 
DES_SN690708 target 0 
DES_SN178502 target 27 
DES_SN022714 target 24 
DES_SN146786 target 2 
DES_SN027515 target 23 
DES_SN569277 target 9 
DES_SN897511 target 0 
DES_SN864511 target 2 
DES_SN420746 target 0 
DES_SN063973 target 31 
DES_SN711555 target 38 
DES_SN438631 target 27 
DES_SN111785 target 29 
DES_SN059431 target 42 
DES_SN217466 target 44 
DES_SN158123 target 4 
DES_SN876618 target 33 
DES_SN265323 target 42 
DES_SN568597 target 0 
DES_SN430238 target 17 
DES_SN853509 target 27 
DES_SN128166 target 27 
DES_SN864392 target 17 
DES_SN115258 target 21 
DES_SN030889 target 36 
DES_SN506639 target 21 
DES_SN725401 target 27 
DES_SN132180 target 24 
DES_SN340761 target 0 
DES_SN686908 target 44 
DES_SN859606 target 8 
DES_SN834204 target 33 
DES_SN362639 target 30 
DES_SN432765 target 30 
DES_SN420875 target 21 
DES_SN100489 target 42 
DES_SN503885 target 7 
DES_SN617186 target 34 
DES_SN720400 target 21 
DES_SN860880 target 17 
DES_SN752769 target 8 
DES_SN296273 target 0 
DES_SN211354 target 0 
DES_SN742994 target 35 
DES_SN260050 target 30 
DES_SN773874 target 9 
DES_SN121954 target 0 
DES_SN021475 target 33 
DES_SN495543 target 37 
DES_SN408834 target 32 
DES_SN127215 target 27 
DES_SN511982 target 0 
DES_SN455617 target 1 
DES_SN150805 target 26 
DES_SN652910 target 30 
DES_SN613357 target 38 
DES_SN292323 target 42 
DES_SN602989 target 17 
DES_SN532981 target 0 
DES_SN859723 target 43 
DES_SN689188 target 43 
DES_SN712709 target 20 
DES_SN181749 target 26 
DES_SN061243 target 0 
DES_SN651920 target 0 
DES_SN398701 target 42 
DES_SN880334 target 30 
DES_SN706056 target 26 
DES_SN467905 target 38 
DES_SN031678 target 0 
DES_SN850563 target 31 
DES_SN706065 target 0 
DES_SN047895 target 15 
DES_SN087304 target 38 
DES_SN529668 target 35 
DES_SN782890 target 3 
DES_SN456678 target 17 
DES_SN808292 target 26 
DES_SN521712 target 21 
DES_SN130733 target 38 
DES_SN249583 target 4 
DES_SN751478 target 26 
DES_SN398883 target 30 
DES_SN628580 target 30 
DES_SN106355 target 30 
DES_SN359308 target 4 
DES_SN225341 target 15 
DES_SN818116 target 10 
DES_SN401966 target 31 
DES_SN841790 target 30 
DES_SN468982 target 27 
DES_SN691689 target 0 
DES_SN827443 target 0 
DES_SN326378 target 8 
DES_SN628767 target 32 
DES_SN093461 target 0 
DES_SN661892 target 30 
DES_SN172770 target 32 
DES_SN878174 target 23 
DES_SN881229 target 0 
DES_SN467570 target 0 
DES_SN820121 target 44 
DES_SN013454 target 2 
DES_SN061794 target 38 
DES_SN831609 target 0 
DES_SN860517 target 0 
DES_SN831606 target 16 
DES_SN018463 target 0 
DES_SN181012 target 2 
DES_SN554332 target 29 
DES_SN646575 target 4 
DES_SN863260 target 0 
DES_SN684247 target 8 
DES_SN039873 target 0 
DES_SN328871 target 26 
DES_SN002879 target 0 
DES_SN689703 target 40 
DES_SN751871 target 8 
DES_SN861741 target 32 
DES_SN742117 target 17 
DES_SN870263 target 1 
DES_SN806387 target 8 
DES_SN790098 target 0 
DES_SN046136 target 30 
DES_SN668036 target 4 
DES_SN715723 target 42 
DES_SN132474 target 12 
DES_SN554563 target 17 
DES_SN866369 target 0 
DES_SN795405 target 0 
DES_SN603782 target 19 
DES_SN272883 target 27 
DES_SN104773 target 30 
DES_SN195157 target 21 
DES_SN867971 target 0 
DES_SN721807 target 0 
DES_SN489512 target 11 
DES_SN560223 target 0 
DES_SN572612 target 10 
DES_SN102660 target 43 
DES_SN867998 target 30 
DES_SN060589 target 8 
DES_SN656459 target 27 
DES_SN089284 target 36 
DES_SN525332 target 12 
DES_SN833689 target 4 
DES_SN019195 target 0 
DES_SN875783 target 5 
DES_SN019598 target 20 
DES_SN528530 target 0 
DES_SN399087 target 18 
DES_SN251701 target 20 
DES_SN522028 target 31 
DES_SN772360 target 30 
DES_SN246307 target 40 
DES_SN644982 target 0 
DES_SN244679 target 0 
DES_SN338746 target 36 
DES_SN870427 target 1 
DES_SN028952 target 26 
DES_SN265554 target 30 
DES_SN332335 target 4 
DES_SN415961 target 0 
DES_SN156019 target 0 
DES_SN257944 target 0 
DES_SN032224 target 0 
DES_SN844185 target 17 
DES_SN551716 target 8 
DES_SN797306 target 38 
DES_SN624994 target 42 
DES_SN443878 target 27 
DES_SN894107 target 0 
DES_SN059245 target 38 
DES_SN308259 target 24 
DES_SN814040 target 43 
DES_SN026437 target 36 
DES_SN524631 target 32 
DES_SN833589 target 44 
DES_SN679149 target 41 
DES_SN660378 target 7 
DES_SN082499 target 3 
DES_SN680998 target 17 
DES_SN307980 target 21 
DES_SN434199 target 41 
DES_SN606939 target 0 
DES_SN209141 target 24 
DES_SN747115 target 27 
DES_SN203123 target 0 
DES_SN698940 target 22 
DES_SN373525 target 24 
DES_SN516040 target 27 
DES_SN102511 target 33 
DES_SN504973 target 25 
DES_SN060136 target 42 
DES_SN807836 target 24 
DES_SN476191 target 0 
DES_SN827011 target 32 
DES_SN272426 target 29 
DES_SN248374 target 29 
DES_SN264204 target 27 
DES_SN223686 target 42 
DES_SN181017 target 25 
DES_SN562214 target 26 
DES_SN419914 target 27 
DES_SN894495 target 30 
DES_SN706201 target 30 
DES_SN756547 target 30 
DES_SN571368 target 0 
DES_SN642334 target 2 
DES_SN264397 target 0 
DES_SN161303 target 44 
DES_SN240963 target 21 
DES_SN638061 target 38 
DES_SN409009 target 0 
DES_SN320060 target 0 
DES_SN698021 target 32 
DES_SN671296 target 30 
DES_SN234521 target 2 
DES_SN260559 target 0 
DES_SN185294 target 43 
DES_SN441061 target 17 
DES_SN840916 target 37 
DES_SN408719 target 42 
DES_SN514540 target 40 
DES_SN812727 target 36 
DES_SN077726 target 30 
DES_SN799741 target 31 
DES_SN053531 target 27 
DES_SN880560 target 0 
DES_SN550166 target 0 
DES_SN762905 target 0 
DES_SN148837 target 8 
DES_SN741693 target 21 
DES_SN754847 target 8 
DES_SN484281 target 19 
DES_SN631977 target 4 
DES_SN419265 target 8 
DES_SN543604 target 32 
DES_SN301342 target 0 
DES_SN217395 target 2 
DES_SN569095 target 0 
DES_SN705777 target 21 
DES_SN135194 target 27 
DES_SN188492 target 0 
DES_SN013360 target 27 
DES_SN751105 target 20 
DES_SN683083 target 7 
DES_SN842998 target 0 
DES_SN881582 target 22 
DES_SN686087 target 21 
DES_SN339786 target 0 
DES_SN584315 target 24 
DES_SN292141 target 30 
DES_SN422243 target 6 
DES_SN785958 target 0 
DES_SN121305 target 30 
DES_SN610178 target 0 
DES_SN795507 target 20 
DES_SN702689 target 26 
DES_SN107254 target 17 
DES_SN288057 target 0 
DES_SN741104 target 2 
DES_SN619887 target 44 
DES_SN507247 target 0 
DES_SN462155 target 4 
DES_SN281833 target 30 
DES_SN320836 target 0 
DES_SN764587 target 25 
DES_SN071607 target 42 
DES_SN160085 target 22 
DES_SN855190 target 32 
DES_SN899254 target 43 
DES_SN502173 target 23 
DES_SN174396 target 0 
DES_SN394569 target 17 
DES_SN583025 target 21 
DES_SN085180 target 10 
DES_SN032477 target 26 
DES_SN793207 target 0 
DES_SN873823 target 44 
DES_SN853024 target 30 
DES_SN339352 target 27 
DES_SN873934 target 25 
DES_SN180874 target 4 
DES_SN364185 target 19 
DES_SN321828 target 24 
DES_SN171023 target 0 
DES_SN828842 target 0 
DES_SN382313 target 32 
DES_SN147046 target 21 
DES_SN605303 target 27 
DES_SN208271 target 31 
DES_SN169512 target 0 
DES_SN068190 target 23 
DES_SN507441 target 44 
DES_SN650649 target 2 
DES_SN371105 target 21 
DES_SN132973 target 0 
DES_SN375262 target 27 
DES_SN406429 target 0 
DES_SN366413 target 10 
DES_SN020455 target 30 
DES_SN553488 target 42 
DES_SN741966 target 44 
DES_SN187941 target 7 
DES_SN583389 target 31 
DES_SN038516 target 36 
DES_SN442809 target 0 
DES_SN265760 target 8 
DES_SN128832 target 44 
DES_SN164231 target 27 
DES_SN516106 target 42 
DES_SN437318 target 32 
DES_SN786507 target 0 
DES_SN267090 target 21 
DES_SN486055 target 21 
DES_SN847555 target 43 
DES_SN081907 target 20 
DES_SN700855 target 4 
DES_SN375475 target 30 
DES_SN539483 target 4 
DES_SN436674 target 43 
DES_SN460496 target 19 
DES_SN198600 target 2 
DES_SN140446 target 15 
DES_SN581749 target 0 
DES_SN431393 target 17 
DES_SN207667 target 0 
DES_SN830425 target 0 
DES_SN822477 target 44 
DES_SN689064 target 30 
DES_SN526819 target 18 
DES_SN286194 target 20 
DES_SN162125 target 21 
DES_SN774866 target 0 
DES_SN674711 target 8 
DES_SN793564 target 17 
DES_SN328737 target 32 
DES_SN064944 target 8 
DES_SN658318 target 3 
DES_SN700720 target 36 
DES_SN416882 target 32 
DES_SN636813 target 27 
DES_SN385803 target 30 
DES_SN429499 target 29 
DES_SN591069 target 2 
DES_SN088368 target 36 
DES_SN232600 target 30 
DES_SN243801 target 0 
DES_SN804489 target 3 
DES_SN598922 target 29 
DES_SN636512 target 0 
DES_SN047269 target 33 
DES_SN000696 target 4 
DES_SN732252 target 8 
DES_SN433032 target 33 
DES_SN041119 target 20 
DES_SN073094 target 30 
DES_SN654913 target 0 
DES_SN268714 target 0 
DES_SN308461 target 0 
DES_SN698964 target 0 
DES_SN170611 target 0 
DES_SN457679 target 20 
DES_SN750999 target 18 
DES_SN451170 target 30 
DES_SN690104 target 42 
DES_SN855667 target 32 
DES_SN720166 target 0 
DES_SN228387 target 38 
DES_SN179093 target 7 
DES_SN610334 target 30 
DES_SN746396 target 24 
DES_SN233420 target 21 
DES_SN233209 target 0 
DES_SN221214 target 2 
DES_SN169201 target 26 
DES_SN370534 target 0 
DES_SN617824 target 2 
DES_SN713310 target 20 
DES_SN174966 target 42 
DES_SN013804 target 3 
DES_SN653716 target 0 
DES_SN357077 target 8 
DES_SN827963 target 29 
DES_SN288225 target 32 
DES_SN830683 target 19 
DES_SN153184 target 30 
DES_SN254162 target 29 
DES_SN213574 target 32 
DES_SN078129 target 10 
DES_SN106610 target 35 
DES_SN180569 target 4 
DES_SN467128 target 0 
DES_SN583245 target 18 
DES_SN156021 target 30 
DES_SN700894 target 0 
DES_SN323773 target 44 
DES_SN867835 target 30 
DES_SN750823 target 26 
DES_SN036198 target 2 
DES_SN204954 target 8 
DES_SN383204 target 10 
DES_SN581015 target 0 
DES_SN252706 target 1 
DES_SN664398 target 0 
DES_SN712064 target 35 
DES_SN088159 target 30 
DES_SN263710 target 33 
DES_SN662094 target 41 
DES_SN331598 target 21 
DES_SN030853 target 30 
DES_SN048382 target 0 
DES_SN761214 target 42 
DES_SN496155 target 0 
DES_SN029695 target 22 
DES_SN634663 target 41 
DES_SN280598 target 33 
DES_SN683604 target 30 
