# ID train/target Class
DES_SN044884 target 0
DES_SN084467 target 0
DES_SN716618 target 8
DES_SN551241 target 2
DES_SN217021 target 0
DES_SN455644 target 21
DES_SN132832 target 0
DES_SN336937 target 30
DES_SN355689 target 32
DES_SN534245 target 30
DES_SN711546 target 14
DES_SN729308 target 40
DES_SN621134 target 30
DES_SN427399 target 0
DES_SN152300 target 30
DES_SN792439 target 1
DES_SN748391 target 1
DES_SN084964 target 35
DES_SN656425 target 0
DES_SN506753 target 32
DES_SN194573 target 8
DES_SN490460 target 29
DES_SN332124 target 29
DES_SN291519 target 8
DES_SN486815 target 0
DES_SN255467 target 0
DES_SN274502 target 0
DES_SN522845 target 30
DES_SN847878 target 0
DES_SN515964 target 0
DES_SN223704 target 35
DES_SN253939 target 0
DES_SN327745 target 24
DES_SN625130 target 0
DES_SN788244 target 27
DES_SN289964 target 0
DES_SN824750 target 0
DES_SN560073 target 0
DES_SN267766 target 16
DES_SN304099 target 0
DES_SN310246 target 0
DES_SN773241 target 0
DES_SN600621 target 0
DES_SN551516 target 0
DES_SN768594 target 36
DES_SN342436 target 4
DES_SN199176 target 0
DES_SN871246 target 0
DES_SN865936 target 27
DES_SN330630 target 0
DES_SN713403 target 0
DES_SN718689 target 0
DES_SN148932 target 0
DES_SN398070 target 42
DES_SN730330 target 21
DES_SN507927 target 1
DES_SN222024 target 0
DES_SN798119 target 30
DES_SN050276 target 0
DES_SN149943 target 37
DES_SN840198 target 0
DES_SN091371 target 0
DES_SN307975 target 0
DES_SN181464 target 42
DES_SN105412 target 0
DES_SN852606 target 8
DES_SN424998 target 0
DES_SN793914 target 6
DES_SN617610 target 30
DES_SN361715 target 0
DES_SN290909 target 0
DES_SN428249 target 0
DES_SN552981 target 27
DES_SN092349 target 26
DES_SN356957 target 6
DES_SN356541 target 0
DES_SN891651 target 0
DES_SN403695 target 27
DES_SN057280 target 30
DES_SN670887 target 0
DES_SN591816 target 0
DES_SN174943 target 0
DES_SN481052 target 0
DES_SN103769 target 22
DES_SN406369 target 39
DES_SN476958 target 30
DES_SN336199 target 0
DES_SN020346 target 22
DES_SN006062 target 0
DES_SN682793 target 30
DES_SN135517 target 0
DES_SN098730 target 2
DES_SN698064 target 0
DES_SN405911 target 0
DES_SN263162 target 24
DES_SN817842 target 2
DES_SN439332 target 27
DES_SN203127 target 0
DES_SN583773 target 30
DES_SN351088 target 0
DES_SN518211 target 34
DES_SN183273 target 2
DES_SN143054 target 0
DES_SN305774 target 2
DES_SN432461 target 27
DES_SN098639 target 0
DES_SN735546 target 0
DES_SN198244 target 8
DES_SN077015 target 0
DES_SN676038 target 0
DES_SN286765 target 0
DES_SN314570 target 42
DES_SN159171 target 0
DES_SN830712 target 0
DES_SN410391 target 30
DES_SN027531 target 26
DES_SN590833 target 8
DES_SN280598 target 33
DES_SN574758 target 2
DES_SN789485 target 8
DES_SN439948 target 0
DES_SN111246 target 24
DES_SN194978 target 2
DES_SN703676 target 0
DES_SN881227 target 0
DES_SN877200 target 0
DES_SN709171 target 0
DES_SN006820 target 27
DES_SN525603 target 0
DES_SN531207 target 0
DES_SN217181 target 0
DES_SN063539 target 20
DES_SN388375 target 0
DES_SN402871 target 0
DES_SN682601 target 42
DES_SN603232 target 35
DES_SN885352 target 0
DES_SN536597 target 0
DES_SN348792 target 0
DES_SN816256 target 0
DES_SN502185 target 0
DES_SN429487 target 0
DES_SN511626 target 42
DES_SN349438 target 16
DES_SN264989 target 42
DES_SN212898 target 30
DES_SN178735 target 0
DES_SN357023 target 2
DES_SN107600 target 32
DES_SN887204 target 0
DES_SN415845 target 0
DES_SN869475 target 0
DES_SN482220 target 0
DES_SN740736 target 0
DES_SN230099 target 0
DES_SN563735 target 0
DES_SN144206 target 27
DES_SN317143 target 30
DES_SN748446 target 0
DES_SN686256 target 8
DES_SN363397 target 22
DES_SN500790 target 30
DES_SN320060 target 0
DES_SN002387 target 0
DES_SN438122 target 0
DES_SN540055 target 0
DES_SN622803 target 0
DES_SN196493 target 27
DES_SN077825 target 0
DES_SN651368 target 0
DES_SN598463 target 15
DES_SN091961 target 30
DES_SN460706 target 37
DES_SN136739 target 0
DES_SN630361 target 0
DES_SN331265 target 21
DES_SN473314 target 35
DES_SN466584 target 0
DES_SN307524 target 0
DES_SN130406 target 0
DES_SN251010 target 0
DES_SN726493 target 0
DES_SN267390 target 0
DES_SN315516 target 0
DES_SN665804 target 0
DES_SN185565 target 26
DES_SN437481 target 2
DES_SN086892 target 42
DES_SN055008 target 34
DES_SN714933 target 27
DES_SN606104 target 27
DES_SN360034 target 24
DES_SN848837 target 30
DES_SN007348 target 0
DES_SN686832 target 2
DES_SN685758 target 30
DES_SN414600 target 0
DES_SN596890 target 44
DES_SN425428 target 0
DES_SN335137 target 0
DES_SN653934 target 0
DES_SN567532 target 0
DES_SN803590 target 2
DES_SN091280 target 35
DES_SN019459 target 0
DES_SN459913 target 0
DES_SN670633 target 32
DES_SN405466 target 42
DES_SN281406 target 5
DES_SN207566 target 0
DES_SN466437 target 0
DES_SN601734 target 5
DES_SN607151 target 24
DES_SN256188 target 0
DES_SN675330 target 1
DES_SN049631 target 2
DES_SN734587 target 8
DES_SN826994 target 44
DES_SN625543 target 0
DES_SN874315 target 0
DES_SN710701 target 2
DES_SN083148 target 2
DES_SN579497 target 0
DES_SN069913 target 30
DES_SN267556 target 42
DES_SN286628 target 0
DES_SN246301 target 27
DES_SN796449 target 2
DES_SN594906 target 27
DES_SN472436 target 8
DES_SN001537 target 13
DES_SN522916 target 0
DES_SN232418 target 0
DES_SN727349 target 42
DES_SN488268 target 42
DES_SN491289 target 0
DES_SN884556 target 0
DES_SN601297 target 2
DES_SN081791 target 0
DES_SN648757 target 0
DES_SN394366 target 0
DES_SN421705 target 0
DES_SN412898 target 30
DES_SN336064 target 24
DES_SN863298 target 22
DES_SN067701 target 0
DES_SN008072 target 0
DES_SN318503 target 0
DES_SN009571 target 0
DES_SN493007 target 0
DES_SN154030 target 0
DES_SN472530 target 25
DES_SN144574 target 30
DES_SN720633 target 0
DES_SN555612 target 0
DES_SN019627 target 24
DES_SN455617 target 1
DES_SN896934 target 2
DES_SN518504 target 15
DES_SN833189 target 0
DES_SN532981 target 0
DES_SN257626 target 21
DES_SN838744 target 27
DES_SN031641 target 0
DES_SN042114 target 32
DES_SN005754 target 0
DES_SN581015 target 0
DES_SN064338 target 0
DES_SN727344 target 8
DES_SN706930 target 2
DES_SN137307 target 8
DES_SN434293 target 4
DES_SN203544 target 0
DES_SN595132 target 0
DES_SN776401 target 0
DES_SN749718 target 0
DES_SN170639 target 0
DES_SN221023 target 2
DES_SN716036 target 0
DES_SN198330 target 0
DES_SN441737 target 0
DES_SN114602 target 16
DES_SN891079 target 29
DES_SN059573 target 0
DES_SN713953 target 0
DES_SN813611 target 27
DES_SN882966 target 0
DES_SN274360 target 0
DES_SN357464 target 21
DES_SN691035 target 0
DES_SN560223 target 0
DES_SN363200 target 2
DES_SN563731 target 8
DES_SN100947 target 18
DES_SN856305 target 37
DES_SN547849 target 0
DES_SN287535 target 0
DES_SN407054 target 0
DES_SN687754 target 4
DES_SN264346 target 30
DES_SN185448 target 0
DES_SN076535 target 36
DES_SN737521 target 0
DES_SN104218 target 0
DES_SN661497 target 15
DES_SN803336 target 0
DES_SN827068 target 2
DES_SN437280 target 30
DES_SN796128 target 0
DES_SN329817 target 0
DES_SN842263 target 0
DES_SN725961 target 0
DES_SN887075 target 30
DES_SN051793 target 0
DES_SN196118 target 27
DES_SN801164 target 30
DES_SN434999 target 26
DES_SN178120 target 0
DES_SN458534 target 0
DES_SN568259 target 0
DES_SN318991 target 18
DES_SN321524 target 0
DES_SN446312 target 30
DES_SN484281 target 19
DES_SN540650 target 8
DES_SN300845 target 27
DES_SN286856 target 0
DES_SN069357 target 8
DES_SN704481 target 0
DES_SN457390 target 0
DES_SN225793 target 8
DES_SN573782 target 0
DES_SN121305 target 30
DES_SN133526 target 0
DES_SN351933 target 0
DES_SN533149 target 24
DES_SN540599 target 0
DES_SN317979 target 30
DES_SN075904 target 0
DES_SN200907 target 23
DES_SN829340 target 0
DES_SN584063 target 39
DES_SN365795 target 15
DES_SN107930 target 32
DES_SN578171 target 42
DES_SN027228 target 42
DES_SN838443 target 0
DES_SN586231 target 0
DES_SN308299 target 27
DES_SN073494 target 17
DES_SN115987 target 24
DES_SN087148 target 30
DES_SN217811 target 16
DES_SN847895 target 0
DES_SN039858 target 4
DES_SN259274 target 0
DES_SN390854 target 0
DES_SN488944 target 24
DES_SN690682 target 0
DES_SN467679 target 26
DES_SN349991 target 16
DES_SN639782 target 36
DES_SN393690 target 0
DES_SN583398 target 0
DES_SN246435 target 30
DES_SN583529 target 0
DES_SN827743 target 0
DES_SN270186 target 7
DES_SN241697 target 0
DES_SN881141 target 0
DES_SN300039 target 8
DES_SN050059 target 0
DES_SN105238 target 1
DES_SN554613 target 0
DES_SN519890 target 36
DES_SN191105 target 23
DES_SN409283 target 0
DES_SN280974 target 8
DES_SN138774 target 4
DES_SN322570 target 0
DES_SN008918 target 21
DES_SN286536 target 0
DES_SN092982 target 0
DES_SN698549 target 22
DES_SN459158 target 0
DES_SN692320 target 0
DES_SN700855 target 4
DES_SN760357 target 8
DES_SN304375 target 42
DES_SN567098 target 0
DES_SN703209 target 8
DES_SN376704 target 0
DES_SN656338 target 2
DES_SN267521 target 0
DES_SN531357 target 0
DES_SN720712 target 0
DES_SN024287 target 42
DES_SN876854 target 0
DES_SN330511 target 30
DES_SN434363 target 0
DES_SN493417 target 29
DES_SN353322 target 0
DES_SN034913 target 0
DES_SN873815 target 5
DES_SN126275 target 42
DES_SN465422 target 0
DES_SN886477 target 8
DES_SN823706 target 0
DES_SN331869 target 0
DES_SN130805 target 0
DES_SN049609 target 21
DES_SN798143 target 0
DES_SN148169 target 0
DES_SN375772 target 2
DES_SN448552 target 23
DES_SN759564 target 0
DES_SN264568 target 0
DES_SN449487 target 37
DES_SN531276 target 45
DES_SN242682 target 0
DES_SN511982 target 0
DES_SN136896 target 2
DES_SN204929 target 40
DES_SN866879 target 0
DES_SN428361 target 22
DES_SN872676 target 39
DES_SN779452 target 2
DES_SN727906 target 0
DES_SN659077 target 0
DES_SN819022 target 0
DES_SN413263 target 30
DES_SN759875 target 11
DES_SN601429 target 32
DES_SN294534 target 4
DES_SN789717 target 22
DES_SN863221 target 7
DES_SN409912 target 0
DES_SN584766 target 0
DES_SN347267 target 42
DES_SN170420 target 42
DES_SN851951 target 0
DES_SN388643 target 32
DES_SN255553 target 27
DES_SN522570 target 0
DES_SN882878 target 0
DES_SN586146 target 7
DES_SN115786 target 25
DES_SN892113 target 0
DES_SN865669 target 0
DES_SN717910 target 16
DES_SN788144 target 1
DES_SN345840 target 0
DES_SN266443 target 0
DES_SN146513 target 8
DES_SN470222 target 27
DES_SN170015 target 0
DES_SN244679 target 0
DES_SN405642 target 0
DES_SN582698 target 13
DES_SN478782 target 33
DES_SN797559 target 38
DES_SN403697 target 42
DES_SN518654 target 0
DES_SN349851 target 0
DES_SN795990 target 26
DES_SN886007 target 0
DES_SN567102 target 0
DES_SN612245 target 0
DES_SN484029 target 30
DES_SN808095 target 0
DES_SN088368 target 36
DES_SN416679 target 0
DES_SN458517 target 30
DES_SN098880 target 0
DES_SN699439 target 0
DES_SN571368 target 0
DES_SN226937 target 0
DES_SN029466 target 0
DES_SN754477 target 21
DES_SN216192 target 0
DES_SN324446 target 0
DES_SN477754 target 0
DES_SN437861 target 29
DES_SN757606 target 0
DES_SN600708 target 36
DES_SN752763 target 2
DES_SN147930 target 0
DES_SN362809 target 30
DES_SN438631 target 27
DES_SN609971 target 30
DES_SN047321 target 8
DES_SN107806 target 21
DES_SN328003 target 0
DES_SN822193 target 0
DES_SN182917 target 0
DES_SN771371 target 8
DES_SN781503 target 0
DES_SN604717 target 0
DES_SN468431 target 2
DES_SN620843 target 0
DES_SN567850 target 0
DES_SN571350 target 34
DES_SN121767 target 22
DES_SN689337 target 2
DES_SN145372 target 10
DES_SN471142 target 0
DES_SN297601 target 0
DES_SN453162 target 20
DES_SN454641 target 29
DES_SN670405 target 0
DES_SN757262 target 22
DES_SN681768 target 30
DES_SN778970 target 0
DES_SN598447 target 0
DES_SN144923 target 0
DES_SN725957 target 1
DES_SN326874 target 0
DES_SN854812 target 0
DES_SN227755 target 27
DES_SN723791 target 27
DES_SN688455 target 0
DES_SN877944 target 35
DES_SN332790 target 21
DES_SN405757 target 0
DES_SN434647 target 8
DES_SN102700 target 2
DES_SN411699 target 0
DES_SN375103 target 0
DES_SN744990 target 36
DES_SN523834 target 32
DES_SN401661 target 0
DES_SN013804 target 3
DES_SN738109 target 0
DES_SN214801 target 43
DES_SN422594 target 42
DES_SN853598 target 0
DES_SN712445 target 0
DES_SN669431 target 1
DES_SN636491 target 0
DES_SN260936 target 0
DES_SN513529 target 0
DES_SN589243 target 12
DES_SN888709 target 30
DES_SN258998 target 8
DES_SN694561 target 0
DES_SN750949 target 0
DES_SN767873 target 0
DES_SN284275 target 2
DES_SN382560 target 40
DES_SN604062 target 0
DES_SN176471 target 0
DES_SN676913 target 0
DES_SN689519 target 0
DES_SN570046 target 0
DES_SN199903 target 13
DES_SN659739 target 0
DES_SN003475 target 5
DES_SN732763 target 2
DES_SN382649 target 0
DES_SN373655 target 0
DES_SN473671 target 42
DES_SN744668 target 24
DES_SN465861 target 15
DES_SN429078 target 0
DES_SN218075 target 42
DES_SN765278 target 0
DES_SN203483 target 0
DES_SN860694 target 0
DES_SN206497 target 8
DES_SN857851 target 0
DES_SN186988 target 0
DES_SN349982 target 0
DES_SN631290 target 8
DES_SN289849 target 27
DES_SN308251 target 38
DES_SN691003 target 30
DES_SN068392 target 8
DES_SN745385 target 0
DES_SN051751 target 21
DES_SN619340 target 30
DES_SN799035 target 15
DES_SN160778 target 8
DES_SN499777 target 42
DES_SN872233 target 0
DES_SN831488 target 0
DES_SN063865 target 0
DES_SN830787 target 0
DES_SN706065 target 0
DES_SN648997 target 22
DES_SN726518 target 0
DES_SN147057 target 30
DES_SN210544 target 30
DES_SN712709 target 20
DES_SN293321 target 30
DES_SN607694 target 0
DES_SN272870 target 0
DES_SN410107 target 15
DES_SN868918 target 30
DES_SN575430 target 0
DES_SN322402 target 0
DES_SN075779 target 0
DES_SN115256 target 10
DES_SN554590 target 2
DES_SN135455 target 30
DES_SN535206 target 42
DES_SN619655 target 35
DES_SN869215 target 30
DES_SN327168 target 20
DES_SN889104 target 2
DES_SN005104 target 0
DES_SN600045 target 30
DES_SN380992 target 0
DES_SN870944 target 36
DES_SN728756 target 0
DES_SN234500 target 8
DES_SN549329 target 27
DES_SN424394 target 0
DES_SN326557 target 30
DES_SN159406 target 0
DES_SN560415 target 2
DES_SN034031 target 25
DES_SN248778 target 0
DES_SN727934 target 34
DES_SN620242 target 0
DES_SN163416 target 32
DES_SN670495 target 0
DES_SN846482 target 21
DES_SN610475 target 0
DES_SN800234 target 30
DES_SN850711 target 27
DES_SN554958 target 0
DES_SN306256 target 0
DES_SN386253 target 0
DES_SN501923 target 0
DES_SN522557 target 0
DES_SN616117 target 30
DES_SN799348 target 0
DES_SN495576 target 41
DES_SN534896 target 0
DES_SN080849 target 36
DES_SN150063 target 2
DES_SN577603 target 0
DES_SN487762 target 40
DES_SN259410 target 30
DES_SN735805 target 0
DES_SN700398 target 0
DES_SN572710 target 24
DES_SN502210 target 30
DES_SN475915 target 29
DES_SN484557 target 40
DES_SN414540 target 0
DES_SN874582 target 0
DES_SN496325 target 44
DES_SN008453 target 3
DES_SN138970 target 0
DES_SN753008 target 20
DES_SN064666 target 0
DES_SN032317 target 30
DES_SN869693 target 0
DES_SN459990 target 8
DES_SN812640 target 23
DES_SN307907 target 0
DES_SN568146 target 25
DES_SN344194 target 0
DES_SN288635 target 33
DES_SN152872 target 23
DES_SN434981 target 38
DES_SN055436 target 34
DES_SN446890 target 42
DES_SN526712 target 2
DES_SN741280 target 24
DES_SN632493 target 0
DES_SN896247 target 29
DES_SN316618 target 0
DES_SN626229 target 0
DES_SN347616 target 30
DES_SN729076 target 27
DES_SN546491 target 8
DES_SN659786 target 4
DES_SN668428 target 2
DES_SN840072 target 0
DES_SN270196 target 0
DES_SN518167 target 36
DES_SN374404 target 0
DES_SN655819 target 24
DES_SN760151 target 38
DES_SN787118 target 21
DES_SN108590 target 0
DES_SN265554 target 30
DES_SN659978 target 24
DES_SN703391 target 0
DES_SN773828 target 0
DES_SN420661 target 0
DES_SN022188 target 0
DES_SN121597 target 30
DES_SN721807 target 0
DES_SN629353 target 0
DES_SN089818 target 32
DES_SN166635 target 30
DES_SN664885 target 0
DES_SN022413 target 0
DES_SN205593 target 30
DES_SN359068 target 16
DES_SN879397 target 42
DES_SN640231 target 0
DES_SN448125 target 30
DES_SN714573 target 0
DES_SN151380 target 1
DES_SN306165 target 0
DES_SN159881 target 0
DES_SN200514 target 30
DES_SN539442 target 0
DES_SN388116 target 0
DES_SN803498 target 0
DES_SN726074 target 42
DES_SN022871 target 30
DES_SN497595 target 0
DES_SN742007 target 21
DES_SN088704 target 13
DES_SN135084 target 0
DES_SN822755 target 14
DES_SN791476 target 0
DES_SN514783 target 0
DES_SN535856 target 20
DES_SN230669 target 22
DES_SN278354 target 0
DES_SN290424 target 30
DES_SN679825 target 0
DES_SN808280 target 16
DES_SN618952 target 0
DES_SN296987 target 0
DES_SN000556 target 2
DES_SN567613 target 0
DES_SN400533 target 0
DES_SN772971 target 0
DES_SN009672 target 0
DES_SN457806 target 30
DES_SN790098 target 0
DES_SN037512 target 0
DES_SN113041 target 16
DES_SN548947 target 0
DES_SN301396 target 0
DES_SN086701 target 0
DES_SN588715 target 0
DES_SN336894 target 0
DES_SN486083 target 8
DES_SN558412 target 36
DES_SN025369 target 2
DES_SN248358 target 2
DES_SN349941 target 0
DES_SN725066 target 0
DES_SN122569 target 0
DES_SN403012 target 44
DES_SN771208 target 0
DES_SN132033 target 30
DES_SN024734 target 0
DES_SN211257 target 0
DES_SN053874 target 0
DES_SN037683 target 22
DES_SN854090 target 0
DES_SN162397 target 0
DES_SN822737 target 0
DES_SN524263 target 18
DES_SN466084 target 0
DES_SN530952 target 0
DES_SN194826 target 12
DES_SN150269 target 0
DES_SN250099 target 37
DES_SN036206 target 19
DES_SN862020 target 3
