# ID train/target Class
DES_SN059895 target 36
DES_SN744691 target 20
DES_SN453021 target 3
DES_SN004980 target 42
DES_SN123465 target 25
DES_SN803986 target 0
DES_SN869851 target 42
DES_SN558375 target 42
DES_SN526443 target 4
DES_SN072339 target 30
DES_SN852440 target 30
DES_SN168531 target 15
DES_SN007772 target 30
DES_SN270832 target 29
DES_SN465170 target 31
DES_SN590682 target 2
DES_SN252349 target 0
DES_SN627240 target 8
DES_SN216369 target 17
DES_SN818976 target 17
DES_SN436982 target 0
DES_SN394083 target 20
DES_SN802505 target 30
DES_SN648358 target 17
DES_SN713597 target 18
DES_SN507588 target 0
DES_SN203123 target 0
DES_SN685575 target 30
DES_SN673915 target 21
DES_SN418629 target 31
DES_SN573637 target 0
DES_SN124615 target 26
DES_SN516592 target 36
DES_SN223260 target 17
DES_SN138036 target 45
DES_SN282122 target 22
DES_SN010304 target 29
DES_SN604980 target 0
DES_SN292890 target 43
DES_SN720481 target 42
DES_SN681687 target 38
DES_SN378946 target 0
DES_SN083399 target 0
DES_SN675620 target 11
DES_SN804110 target 0
DES_SN437863 target 0
DES_SN415118 target 27
DES_SN171750 target 4
DES_SN320859 target 31
DES_SN325272 target 1
DES_SN676995 target 42
DES_SN690693 target 31
DES_SN322125 target 22
DES_SN424263 target 30
DES_SN774127 target 7
DES_SN489804 target 8
DES_SN771419 target 43
DES_SN394437 target 17
DES_SN870078 target 42
DES_SN618290 target 37
DES_SN319368 target 0
DES_SN572643 target 42
DES_SN281646 target 21
DES_SN260016 target 0
DES_SN352177 target 42
DES_SN504949 target 30
DES_SN098361 target 36
DES_SN132713 target 31
DES_SN754824 target 27
DES_SN651007 target 43
DES_SN868557 target 0
DES_SN841400 target 30
DES_SN446420 target 36
DES_SN486815 target 0
DES_SN446225 target 39
DES_SN813585 target 0
DES_SN414220 target 36
DES_SN110455 target 42
DES_SN358058 target 43
DES_SN150385 target 0
DES_SN601018 target 32
DES_SN383493 target 16
DES_SN027149 target 19
DES_SN267554 target 27
DES_SN475509 target 37
DES_SN644164 target 17
DES_SN320713 target 22
DES_SN868777 target 21
DES_SN198064 target 37
DES_SN019980 target 0
DES_SN377124 target 3
DES_SN510187 target 0
DES_SN566151 target 34
DES_SN519333 target 3
DES_SN057943 target 29
DES_SN220312 target 0
DES_SN092263 target 30
DES_SN598969 target 43
DES_SN611158 target 27
DES_SN205320 target 0
DES_SN106292 target 42
DES_SN551629 target 36
DES_SN485908 target 0
DES_SN393888 target 0
DES_SN671296 target 30
DES_SN216507 target 0
DES_SN555201 target 0
DES_SN345384 target 43
DES_SN868812 target 22
DES_SN735338 target 32
DES_SN671795 target 25
DES_SN203763 target 19
DES_SN029625 target 0
DES_SN041024 target 15
DES_SN038453 target 21
DES_SN696666 target 0
DES_SN293241 target 35
DES_SN621206 target 27
DES_SN066809 target 20
DES_SN422005 target 28
DES_SN225876 target 27
DES_SN869729 target 22
DES_SN028147 target 26
DES_SN110776 target 0
DES_SN740880 target 44
DES_SN549885 target 0
DES_SN134457 target 0
DES_SN867963 target 21
DES_SN076375 target 30
DES_SN652581 target 31
DES_SN709650 target 17
DES_SN552837 target 30
DES_SN404475 target 42
DES_SN815892 target 0
DES_SN369147 target 0
DES_SN654024 target 17
DES_SN829706 target 0
DES_SN107864 target 30
DES_SN168010 target 0
DES_SN562860 target 0
DES_SN784560 target 0
DES_SN579540 target 30
DES_SN455448 target 19
DES_SN324421 target 0
DES_SN844856 target 24
DES_SN094684 target 44
DES_SN786626 target 17
DES_SN829634 target 0
DES_SN581969 target 24
DES_SN775122 target 40
DES_SN634708 target 30
DES_SN013360 target 27
DES_SN330015 target 42
DES_SN871564 target 42
DES_SN292381 target 0
DES_SN435122 target 26
DES_SN606894 target 42
DES_SN511786 target 16
DES_SN723470 target 0
DES_SN836438 target 17
DES_SN713049 target 4
DES_SN316049 target 27
DES_SN706907 target 0
DES_SN651529 target 0
DES_SN188500 target 1
DES_SN159828 target 17
DES_SN444739 target 17
DES_SN788682 target 42
DES_SN837979 target 34
DES_SN854721 target 30
DES_SN072795 target 24
DES_SN409874 target 36
DES_SN722074 target 30
DES_SN334017 target 3
DES_SN853716 target 0
DES_SN229377 target 43
DES_SN681353 target 19
DES_SN637027 target 0
DES_SN091894 target 2
DES_SN497832 target 22
DES_SN857258 target 27
DES_SN249729 target 8
DES_SN080443 target 3
DES_SN290048 target 0
DES_SN881711 target 31
DES_SN632920 target 7
DES_SN631695 target 17
DES_SN693114 target 24
DES_SN088390 target 4
DES_SN066441 target 27
DES_SN154774 target 35
DES_SN608715 target 38
DES_SN623785 target 24
DES_SN672980 target 17
DES_SN722774 target 21
DES_SN828703 target 0
DES_SN815106 target 22
DES_SN434147 target 0
DES_SN698609 target 0
DES_SN349071 target 44
DES_SN387315 target 27
DES_SN308947 target 8
DES_SN628949 target 0
DES_SN157927 target 19
DES_SN144162 target 42
DES_SN649012 target 24
DES_SN116916 target 27
DES_SN508234 target 40
DES_SN418985 target 30
DES_SN609979 target 12
DES_SN107806 target 21
DES_SN462713 target 30
DES_SN774695 target 2
DES_SN870473 target 39
DES_SN525170 target 0
DES_SN422812 target 17
DES_SN430269 target 0
DES_SN017557 target 3
DES_SN881876 target 0
DES_SN010007 target 0
DES_SN278275 target 0
DES_SN007242 target 27
DES_SN290414 target 2
DES_SN795924 target 36
DES_SN145113 target 0
DES_SN740469 target 30
DES_SN409447 target 0
DES_SN161707 target 42
DES_SN340691 target 25
DES_SN078038 target 20
DES_SN858020 target 10
DES_SN878004 target 0
DES_SN089676 target 15
DES_SN016583 target 0
DES_SN456071 target 17
DES_SN505332 target 20
DES_SN109800 target 21
DES_SN795405 target 0
DES_SN350620 target 20
DES_SN113765 target 12
DES_SN092982 target 0
DES_SN320722 target 30
DES_SN177686 target 0
DES_SN799281 target 44
DES_SN048382 target 0
DES_SN193701 target 2
DES_SN521899 target 24
DES_SN432535 target 0
DES_SN740419 target 0
DES_SN439556 target 2
DES_SN446219 target 22
DES_SN177260 target 41
DES_SN314324 target 35
DES_SN751092 target 0
DES_SN641027 target 0
DES_SN773238 target 0
DES_SN149493 target 24
DES_SN269583 target 0
DES_SN742095 target 20
DES_SN185936 target 0
DES_SN348412 target 0
DES_SN274532 target 29
DES_SN659565 target 17
DES_SN054671 target 12
DES_SN230254 target 27
DES_SN614678 target 2
DES_SN716220 target 8
DES_SN059264 target 0
DES_SN429541 target 30
DES_SN563538 target 36
DES_SN361651 target 0
DES_SN855190 target 32
DES_SN470366 target 2
DES_SN274919 target 27
DES_SN335077 target 26
DES_SN733749 target 0
DES_SN457801 target 0
DES_SN861101 target 5
DES_SN581697 target 45
DES_SN828496 target 42
DES_SN075459 target 43
DES_SN664885 target 0
DES_SN623507 target 27
DES_SN705872 target 28
DES_SN635280 target 30
DES_SN838034 target 15
DES_SN620248 target 26
DES_SN006330 target 31
DES_SN814608 target 2
DES_SN570650 target 9
DES_SN177469 target 0
DES_SN576875 target 38
DES_SN868703 target 16
DES_SN873796 target 6
DES_SN486956 target 30
DES_SN096586 target 0
DES_SN621558 target 8
DES_SN745098 target 31
DES_SN727053 target 8
DES_SN462905 target 30
DES_SN695759 target 0
DES_SN288008 target 30
DES_SN487429 target 8
DES_SN671123 target 41
DES_SN459164 target 10
DES_SN812101 target 0
DES_SN620048 target 36
DES_SN496325 target 44
DES_SN382891 target 27
DES_SN772600 target 20
DES_SN552835 target 0
DES_SN276613 target 8
DES_SN466922 target 0
DES_SN301203 target 42
DES_SN084083 target 17
DES_SN682528 target 12
DES_SN036020 target 8
DES_SN303971 target 21
DES_SN822405 target 0
DES_SN666116 target 31
DES_SN585830 target 15
DES_SN640553 target 34
DES_SN052984 target 30
DES_SN267556 target 42
DES_SN148461 target 30
DES_SN171052 target 8
DES_SN849036 target 40
DES_SN362423 target 1
DES_SN406263 target 44
DES_SN092549 target 42
DES_SN500551 target 31
DES_SN734486 target 29
DES_SN121682 target 32
DES_SN030498 target 30
DES_SN619340 target 30
DES_SN226703 target 11
DES_SN745317 target 8
DES_SN803899 target 21
DES_SN850557 target 37
DES_SN597919 target 20
DES_SN041699 target 33
DES_SN645108 target 0
DES_SN083128 target 27
DES_SN303114 target 22
DES_SN562086 target 30
DES_SN846625 target 22
DES_SN220510 target 23
DES_SN333863 target 25
DES_SN511036 target 27
DES_SN300402 target 35
DES_SN124774 target 0
DES_SN340403 target 30
DES_SN266163 target 17
DES_SN183984 target 36
DES_SN893173 target 33
DES_SN315154 target 0
DES_SN021461 target 32
DES_SN101466 target 0
DES_SN502312 target 31
DES_SN122626 target 27
DES_SN366298 target 30
DES_SN070735 target 30
DES_SN239281 target 0
DES_SN665169 target 29
DES_SN879090 target 0
DES_SN214503 target 35
DES_SN383204 target 10
DES_SN757499 target 30
DES_SN796844 target 3
DES_SN556302 target 0
DES_SN631257 target 32
DES_SN813946 target 21
DES_SN422594 target 42
DES_SN706930 target 2
DES_SN676919 target 27
DES_SN537574 target 2
DES_SN897071 target 16
DES_SN777924 target 0
DES_SN512425 target 0
DES_SN615401 target 0
DES_SN151357 target 17
DES_SN118280 target 19
DES_SN110355 target 30
DES_SN610086 target 21
DES_SN684854 target 44
DES_SN527555 target 21
DES_SN881861 target 37
DES_SN773172 target 31
DES_SN754932 target 10
DES_SN567532 target 0
DES_SN710476 target 18
DES_SN388884 target 2
DES_SN584291 target 30
DES_SN289169 target 42
DES_SN494872 target 37
DES_SN577742 target 42
DES_SN397104 target 38
DES_SN283224 target 2
DES_SN797120 target 24
DES_SN769561 target 5
DES_SN729190 target 10
DES_SN308378 target 44
DES_SN465126 target 27
DES_SN563076 target 0
DES_SN061528 target 44
DES_SN568107 target 35
DES_SN480874 target 40
DES_SN222068 target 17
DES_SN289443 target 23
DES_SN317612 target 30
DES_SN177622 target 43
DES_SN289960 target 30
DES_SN872137 target 15
DES_SN187915 target 21
DES_SN590116 target 42
DES_SN678780 target 0
DES_SN494750 target 8
DES_SN034633 target 0
DES_SN198097 target 29
DES_SN447531 target 0
DES_SN530012 target 0
DES_SN030630 target 30
DES_SN631821 target 30
DES_SN501923 target 0
DES_SN187311 target 44
DES_SN868846 target 0
DES_SN622440 target 38
DES_SN388727 target 29
DES_SN451020 target 2
DES_SN777059 target 0
DES_SN820553 target 2
DES_SN720690 target 0
DES_SN735187 target 20
DES_SN297925 target 36
DES_SN505337 target 8
DES_SN526872 target 38
DES_SN606257 target 44
DES_SN133125 target 34
DES_SN294534 target 4
DES_SN710603 target 27
DES_SN383417 target 15
DES_SN042842 target 22
DES_SN635771 target 21
DES_SN836054 target 38
DES_SN800839 target 44
DES_SN691948 target 17
DES_SN127956 target 36
DES_SN658629 target 2
DES_SN306700 target 24
DES_SN456523 target 8
DES_SN237438 target 21
DES_SN304382 target 42
DES_SN154191 target 0
DES_SN437454 target 0
DES_SN471162 target 11
DES_SN109687 target 0
DES_SN260688 target 44
DES_SN851127 target 18
DES_SN104718 target 30
DES_SN463694 target 5
DES_SN798210 target 19
DES_SN202328 target 36
DES_SN525612 target 20
DES_SN094193 target 8
DES_SN877937 target 20
DES_SN070891 target 2
DES_SN104593 target 2
DES_SN885383 target 21
DES_SN265619 target 0
DES_SN328209 target 21
DES_SN327908 target 30
DES_SN715723 target 42
DES_SN044693 target 0
DES_SN846570 target 29
DES_SN728806 target 30
DES_SN751382 target 8
DES_SN604062 target 0
DES_SN043300 target 29
DES_SN119166 target 0
DES_SN012052 target 32
DES_SN165858 target 0
DES_SN257851 target 21
DES_SN331768 target 42
DES_SN163111 target 0
DES_SN825098 target 35
DES_SN517486 target 11
DES_SN381742 target 8
DES_SN663766 target 8
DES_SN515228 target 16
DES_SN615442 target 30
DES_SN150269 target 0
DES_SN568832 target 0
DES_SN509353 target 26
DES_SN687938 target 0
DES_SN600606 target 14
DES_SN777629 target 30
DES_SN546518 target 0
DES_SN414222 target 24
DES_SN532313 target 0
DES_SN513376 target 0
DES_SN638469 target 27
DES_SN375475 target 30
DES_SN077494 target 42
DES_SN006982 target 42
DES_SN269094 target 12
DES_SN070420 target 42
DES_SN730564 target 26
DES_SN179265 target 43
DES_SN384189 target 30
DES_SN647471 target 8
DES_SN384959 target 0
DES_SN302512 target 20
DES_SN115141 target 0
DES_SN887259 target 31
DES_SN655844 target 42
DES_SN184357 target 32
DES_SN689306 target 42
DES_SN286747 target 8
DES_SN647814 target 17
DES_SN114612 target 0
DES_SN063539 target 20
DES_SN123970 target 3
DES_SN458018 target 27
DES_SN358449 target 22
DES_SN595259 target 35
DES_SN888662 target 2
DES_SN724022 target 36
DES_SN169049 target 42
DES_SN327443 target 1
DES_SN630391 target 0
DES_SN782452 target 16
DES_SN644887 target 27
DES_SN710477 target 2
DES_SN770398 target 25
DES_SN759610 target 42
DES_SN715215 target 32
DES_SN301285 target 36
DES_SN729840 target 33
DES_SN018803 target 26
DES_SN419054 target 1
DES_SN044189 target 33
DES_SN782726 target 0
DES_SN615360 target 0
DES_SN207366 target 30
DES_SN696749 target 2
DES_SN441607 target 0
DES_SN160293 target 0
DES_SN005499 target 0
DES_SN288659 target 17
DES_SN356320 target 32
DES_SN001056 target 0
DES_SN376904 target 34
DES_SN561631 target 35
DES_SN420182 target 30
DES_SN322860 target 0
DES_SN402871 target 0
DES_SN270885 target 1
DES_SN392315 target 2
DES_SN899894 target 30
DES_SN682077 target 30
DES_SN007807 target 2
DES_SN290599 target 35
DES_SN571507 target 23
DES_SN660518 target 0
DES_SN114588 target 4
DES_SN682762 target 32
DES_SN785632 target 36
DES_SN021772 target 16
DES_SN201705 target 30
DES_SN079179 target 0
DES_SN854044 target 0
DES_SN771213 target 42
DES_SN421008 target 0
DES_SN841094 target 40
DES_SN435180 target 17
DES_SN501417 target 0
DES_SN618505 target 0
DES_SN290940 target 25
DES_SN684247 target 8
DES_SN290616 target 27
DES_SN531766 target 6
DES_SN047861 target 0
DES_SN523299 target 16
DES_SN067325 target 42
DES_SN202913 target 0
DES_SN103501 target 0
DES_SN428341 target 45
DES_SN469981 target 0
DES_SN242133 target 12
DES_SN548891 target 35
DES_SN463997 target 33
DES_SN722116 target 0
DES_SN816990 target 8
DES_SN795995 target 0
DES_SN188058 target 25
DES_SN701092 target 0
DES_SN264228 target 44
DES_SN365322 target 21
DES_SN220586 target 0
DES_SN600306 target 17
DES_SN833193 target 0
DES_SN005800 target 30
DES_SN640654 target 43
DES_SN203799 target 30
DES_SN446554 target 30
DES_SN034375 target 4
DES_SN538369 target 30
DES_SN055233 target 26
DES_SN581015 target 0
DES_SN299085 target 42
DES_SN229493 target 26
DES_SN422798 target 0
DES_SN287123 target 26
DES_SN026878 target 20
DES_SN509808 target 2
DES_SN411185 target 42
DES_SN460086 target 30
DES_SN419001 target 31
DES_SN641922 target 0
DES_SN031390 target 0
DES_SN245433 target 30
DES_SN668036 target 4
DES_SN239290 target 36
DES_SN118319 target 36
DES_SN705674 target 0
DES_SN843751 target 44
DES_SN646471 target 0
DES_SN876021 target 2
DES_SN252264 target 18
DES_SN759203 target 32
DES_SN316854 target 17
DES_SN610874 target 19
DES_SN110893 target 2
DES_SN223108 target 35
DES_SN690217 target 31
DES_SN172016 target 21
DES_SN783320 target 0
DES_SN035563 target 36
DES_SN825585 target 25
DES_SN158896 target 0
DES_SN681652 target 0
DES_SN414600 target 0
DES_SN722890 target 21
DES_SN583928 target 0
DES_SN716325 target 16
DES_SN882042 target 0
DES_SN135605 target 32
DES_SN123067 target 42
DES_SN724208 target 27
DES_SN673868 target 2
DES_SN731023 target 44
DES_SN039220 target 41
DES_SN537463 target 3
DES_SN561467 target 2
DES_SN831316 target 35
DES_SN769248 target 0
DES_SN241832 target 30
DES_SN199480 target 36
DES_SN641731 target 0
DES_SN572921 target 24
DES_SN177760 target 26
DES_SN163416 target 32
DES_SN286112 target 8
DES_SN378454 target 21
DES_SN402323 target 42
DES_SN581097 target 0
DES_SN154442 target 2
DES_SN897904 target 0
DES_SN256096 target 30
DES_SN791922 target 0
DES_SN208419 target 3
DES_SN677371 target 27
DES_SN627606 target 0
DES_SN442986 target 0
DES_SN769578 target 0
DES_SN639732 target 0
DES_SN400237 target 17
DES_SN022142 target 3
DES_SN692725 target 16
DES_SN799948 target 0
DES_SN038262 target 27
DES_SN343636 target 27
DES_SN759238 target 18
DES_SN096468 target 15
DES_SN681033 target 38
DES_SN317636 target 30
DES_SN457390 target 0
DES_SN883764 target 21
DES_SN644438 target 40
DES_SN082345 target 36
DES_SN521303 target 29
DES_SN853969 target 8
DES_SN096615 target 0
DES_SN361715 target 0
DES_SN666761 target 44
DES_SN185271 target 26
DES_SN774758 target 30
DES_SN755320 target 20
DES_SN816968 target 40
DES_SN645838 target 22
DES_SN895272 target 29
DES_SN452326 target 4
DES_SN149624 target 21
DES_SN408879 target 0
DES_SN451784 target 0
DES_SN425872 target 30
DES_SN087947 target 30
DES_SN523247 target 0
DES_SN029404 target 20
DES_SN210865 target 0
DES_SN761990 target 30
DES_SN091265 target 0
DES_SN135084 target 0
DES_SN189556 target 36
DES_SN837890 target 0
DES_SN626439 target 0
DES_SN674734 target 43
DES_SN540962 target 0
DES_SN115437 target 8
DES_SN233933 target 0
DES_SN884796 target 43
DES_SN052645 target 40
DES_SN737066 target 35
DES_SN485223 target 0
DES_SN104773 target 30
DES_SN806976 target 21
DES_SN521830 target 17
DES_SN264474 target 21
DES_SN169512 target 0
DES_SN177606 target 0
DES_SN467570 target 0
DES_SN021452 target 32
DES_SN348916 target 20
DES_SN390411 target 4
DES_SN201277 target 2
DES_SN180874 target 4
DES_SN630361 target 0
DES_SN029572 target 43
DES_SN718276 target 34
DES_SN266172 target 26
DES_SN150959 target 1
DES_SN396504 target 0
DES_SN452339 target 0
DES_SN312254 target 40
DES_SN678756 target 36
DES_SN755521 target 38
DES_SN108163 target 38
DES_SN804489 target 3
DES_SN388425 target 0
DES_SN369734 target 0
DES_SN555458 target 4
DES_SN267835 target 44
DES_SN118863 target 11
DES_SN797107 target 4
DES_SN116927 target 0
DES_SN202834 target 24
DES_SN000938 target 0
DES_SN268408 target 26
DES_SN002896 target 30
DES_SN524631 target 32
DES_SN250748 target 29
DES_SN850034 target 0
DES_SN448022 target 0
DES_SN695371 target 8
DES_SN173024 target 44
DES_SN441499 target 43
DES_SN027096 target 30
DES_SN336199 target 0
DES_SN369601 target 0
DES_SN657431 target 31
DES_SN458342 target 21
DES_SN408326 target 44
DES_SN550504 target 20
DES_SN480081 target 0
DES_SN137658 target 3
DES_SN579022 target 8
DES_SN294159 target 8
DES_SN793102 target 32
DES_SN854976 target 0
DES_SN594983 target 30
DES_SN696162 target 26
DES_SN621356 target 30
DES_SN179233 target 0
DES_SN622389 target 0
DES_SN647409 target 0
DES_SN623721 target 24
DES_SN392638 target 1
DES_SN701680 target 0
DES_SN709355 target 21
DES_SN451437 target 0
DES_SN430018 target 0
DES_SN876618 target 33
DES_SN397074 target 30
DES_SN648492 target 32
DES_SN619618 target 21
DES_SN214309 target 34
DES_SN800620 target 8
DES_SN658965 target 32
DES_SN550786 target 30
DES_SN099228 target 42
DES_SN245820 target 7
DES_SN556271 target 42
DES_SN884555 target 43
DES_SN209160 target 21
DES_SN733165 target 38
DES_SN495768 target 0
DES_SN162886 target 5
DES_SN889820 target 0
DES_SN588995 target 30
DES_SN056634 target 30
DES_SN615256 target 43
DES_SN770737 target 0
DES_SN681361 target 34
DES_SN720736 target 21
DES_SN179210 target 2
DES_SN797622 target 0
DES_SN512780 target 21
DES_SN821329 target 14
DES_SN137326 target 32
DES_SN289931 target 24
DES_SN694578 target 44
DES_SN239367 target 30
DES_SN623356 target 42
DES_SN065399 target 44
DES_SN859130 target 2
DES_SN036900 target 5
DES_SN014111 target 0
DES_SN437886 target 0
DES_SN845813 target 7
DES_SN032031 target 22
DES_SN727181 target 0
DES_SN890679 target 18
DES_SN349107 target 43
DES_SN020319 target 2
DES_SN473314 target 35
DES_SN675928 target 42
DES_SN397089 target 43
DES_SN751355 target 32
DES_SN457583 target 17
DES_SN370151 target 43
DES_SN728436 target 0
DES_SN413506 target 31
DES_SN669725 target 2
DES_SN179584 target 27
DES_SN458186 target 32
DES_SN499400 target 31
DES_SN376671 target 16
DES_SN206655 target 0
DES_SN590786 target 27
DES_SN509003 target 38
DES_SN291000 target 42
DES_SN289626 target 34
DES_SN725788 target 24
DES_SN840092 target 0
DES_SN385308 target 8
DES_SN329037 target 0
DES_SN493007 target 0
DES_SN651920 target 0
DES_SN896831 target 0
DES_SN018482 target 27
DES_SN476973 target 0
DES_SN353031 target 43
DES_SN297183 target 24
DES_SN598103 target 21
DES_SN234500 target 8
DES_SN640050 target 0
DES_SN094727 target 24
DES_SN604021 target 21
DES_SN576749 target 0
DES_SN439489 target 0
DES_SN075840 target 0
DES_SN544649 target 44
DES_SN059787 target 31
DES_SN215673 target 30
DES_SN824317 target 2
DES_SN110240 target 30
DES_SN226485 target 44
DES_SN091033 target 0
DES_SN050500 target 26
DES_SN268364 target 27
DES_SN627604 target 13
DES_SN258982 target 40
DES_SN218824 target 0
DES_SN890196 target 24
DES_SN039572 target 30
DES_SN467686 target 44
DES_SN175844 target 19
DES_SN024729 target 19
DES_SN610857 target 20
DES_SN737521 target 0
DES_SN706386 target 32
DES_SN479125 target 42
DES_SN882810 target 8
DES_SN131409 target 21
DES_SN029796 target 30
DES_SN236420 target 15
DES_SN329305 target 0
DES_SN118926 target 2
DES_SN096813 target 30
DES_SN347494 target 23
DES_SN661879 target 27
DES_SN566003 target 22
DES_SN252106 target 1
DES_SN679149 target 41
DES_SN368361 target 38
DES_SN290680 target 34
DES_SN108831 target 33
DES_SN822074 target 32
DES_SN156710 target 43
DES_SN860970 target 44
DES_SN221482 target 17
DES_SN512616 target 26
DES_SN206117 target 0
DES_SN251701 target 20
DES_SN257802 target 0
DES_SN867461 target 0
DES_SN852820 target 21
DES_SN477175 target 0
DES_SN787146 target 27
DES_SN024133 target 7
DES_SN298724 target 0
DES_SN190364 target 43
DES_SN049119 target 7
DES_SN024734 target 0
DES_SN867062 target 8
DES_SN567928 target 0
DES_SN122688 target 42
DES_SN604082 target 29
DES_SN088779 target 42
DES_SN101621 target 27
DES_SN330896 target 43
DES_SN822882 target 27
